Date,Open_SLI.US,High_SLI.US,Low_SLI.US,Close_SLI.US,Adjusted_close_SLI.US,Volume_SLI.US,Open_ALB.US,High_ALB.US,Low_ALB.US,Close_ALB.US,Adjusted_close_ALB.US,Volume_ALB.US,Open_SQM.US,High_SQM.US,Low_SQM.US,Close_SQM.US,Adjusted_close_SQM.US,Volume_SQM.US,Open_1772.Hk,High_1772.Hk,Low_1772.Hk,Close_1772.Hk,Adjusted_close_1772.Hk,Volume_1772.Hk,Open_002466.SHE,High_002466.SHE,Low_002466.SHE,Close_002466.SHE,Adjusted_close_002466.SHE,Volume_002466.SHE,Open_LTHM.US,High_LTHM.US,Low_LTHM.US,Close_LTHM.US,Adjusted_close_LTHM.US,Volume_LTHM.US,Open_PLL.US,High_PLL.US,Low_PLL.US,Close_PLL.US,Adjusted_close_PLL.US,Volume_PLL.US,Open_LAC.US,High_LAC.US,Low_LAC.US,Close_LAC.US,Adjusted_close_LAC.US,Volume_LAC.US,Open_ORE.AU,High_ORE.AU,Low_ORE.AU,Close_ORE.AU,Adjusted_close_ORE.AU,Volume_ORE.AU,Open_GALXF.US,High_GALXF.US,Low_GALXF.US,Close_GALXF.US,Adjusted_close_GALXF.US,Volume_GALXF.US,Open_ENS.US,High_ENS.US,Low_ENS.US,Close_ENS.US,Adjusted_close_ENS.US,Volume_ENS.US,Open_VUL.AU,High_VUL.AU,Low_VUL.AU,Close_VUL.AU,Adjusted_close_VUL.AU,Volume_VUL.AU,Open_EMHLF.US,High_EMHLF.US,Low_EMHLF.US,Close_EMHLF.US,Adjusted_close_EMHLF.US,Volume_EMHLF.US,Open_CRE.V,High_CRE.V,Low_CRE.V,Close_CRE.V,Adjusted_close_CRE.V,Volume_CRE.V
2005-01-18,,,,,,,34.0,34.51,33.8,34.43,13.2335,1380200.0,59.9007,60.1556,58.4733,58.9525,3.0577,258869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.5,144.0,140.5,143.7,13.0176,33200.0,,,,,,,,,,,,,,,,,,
2005-01-19,,,,,,,34.5,34.58,33.91,34.08,13.0989,770000.0,58.6976,59.8905,58.5242,59.7273,3.0979,223614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,143.7,140.0,141.0,12.773,29200.0,,,,,,,,,,,,,,,,,,
2005-01-20,,,,,,,33.7,34.19,33.6,34.01,13.072,1042200.0,59.8701,60.5839,59.8701,60.5634,3.1413,156127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.5,140.5,135.5,136.0,12.32,22700.0,,,,,,,,,,,,,,,,,,
2005-01-21,,,,,,,34.01,34.3,33.9,34.14,13.122,765400.0,60.1556,62.0928,60.1556,61.4403,3.1868,204476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.2,140.9,135.6,139.7,12.6552,32400.0,,,,,,,,,,,,,,,,,,
2005-01-24,,,,,,,34.12,34.22,33.92,34.01,13.072,1005000.0,61.0732,61.9908,61.0732,61.318,3.1804,85618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.7,141.1,138.5,140.9,12.7639,35200.0,,,,,,,,,,,,,,,,,,
2005-01-25,,,,,,,34.13,34.34,34.0,34.13,13.1182,661800.0,61.3281,61.3281,59.8395,59.8395,3.1038,53385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,142.8,138.8,142.3,12.8908,47000.0,,,,,,,,,,,,,,,,,,
2005-01-26,,,,,,,34.13,34.3,33.99,34.2,13.1451,513800.0,60.0944,60.6654,60.0536,60.5634,3.1413,86625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.4,142.5,141.1,142.2,12.8817,18300.0,,,,,,,,,,,,,,,,,,
2005-01-27,,,,,,,34.21,34.39,34.07,34.22,13.1528,486200.0,60.7674,61.1242,60.7674,60.9203,3.1598,246781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.2,146.0,142.2,145.3,13.1625,18100.0,,,,,,,,,,,,,,,,,,
2005-01-28,,,,,,,34.3,34.33,34.0,34.17,13.1335,478200.0,60.6654,60.9712,59.6458,59.9516,3.1096,306210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8,145.7,143.5,145.5,13.1806,15000.0,,,,,,,,,,,,,,,,,,
2005-01-31,,,,,,,34.55,35.11,34.38,35.11,13.4948,1008000.0,59.9516,61.2771,59.9516,61.2771,3.1783,54393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.8,151.5,145.8,151.5,13.7242,54000.0,,,,,,,,,,,,,,,,,,
2005-02-01,,,,,,,35.11,35.4,35.04,35.4,13.6063,818600.0,61.532,61.7359,60.9611,61.583,3.1942,99720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,150.0,147.7,149.9,13.5792,69100.0,,,,,,,,,,,,,,,,,,
2005-02-02,,,,,,,35.4,35.56,35.0,35.56,13.6678,485200.0,61.583,62.8065,61.583,61.6034,3.1952,69502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,150.0,147.4,149.9,13.5792,36300.0,,,,,,,,,,,,,,,,,,
2005-02-03,,,,,,,35.6,35.6,34.8,35.16,13.514,752600.0,62.2967,63.1124,62.1948,62.1948,3.2259,112814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,150.0,148.1,149.5,13.543,23000.0,,,,,,,,,,,,,,,,,,
2005-02-04,,,,,,,35.18,35.68,35.14,35.64,13.6985,788800.0,63.2143,67.8535,63.2143,67.517,3.502,250811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,150.0,148.8,149.4,13.5339,49900.0,,,,,,,,,,,,,,,,,,
2005-02-07,,,,,,,35.7,36.19,35.65,36.04,13.8523,1131400.0,68.3122,68.822,66.1202,68.3122,3.5432,389814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8,151.1,148.9,151.1,13.6879,20100.0,,,,,,,,,,,,,,,,,,
2005-02-08,,,,,,,36.1,36.52,35.89,36.52,14.0368,1179600.0,68.822,68.822,67.3029,68.8119,3.5691,713148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.2,150.2,149.1,149.9,13.5792,25100.0,,,,,,,,,,,,,,,,,,
2005-02-09,,,,,,,36.58,36.6,35.94,36.15,13.8946,662000.0,68.2613,68.3328,67.9555,68.0573,3.53,454279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,149.5,146.6,146.9,13.3075,67000.0,,,,,,,,,,,,,,,,,,
2005-02-10,,,,,,,36.2,36.55,35.91,36.15,13.8946,385800.0,68.3122,68.3122,67.3232,67.9962,3.5268,1035475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.6,147.4,146.0,147.0,13.3165,13300.0,,,,,,,,,,,,,,,,,,
2005-02-11,,,,,,,36.17,36.2,35.7,35.99,13.8331,629000.0,67.5986,73.3083,67.5986,73.2572,3.7997,478454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.5,149.5,146.5,148.5,13.4524,255200.0,,,,,,,,,,,,,,,,,,
2005-02-14,,,,,,,35.92,36.04,35.57,36.0,13.8369,361000.0,73.92,75.4494,72.9106,73.1859,3.796,172243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,149.9,147.0,149.5,13.543,233800.0,,,,,,,,,,,,,,,,,,
2005-02-15,,,,,,,35.95,36.13,35.42,35.63,13.6947,474400.0,72.7474,73.3592,71.7279,71.9522,3.732,117851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,149.2,147.0,149.1,13.5068,16000.0,,,,,,,,,,,,,,,,,,
2005-02-16,,,,,,,35.6,36.08,35.4,35.9,13.7985,328600.0,72.0542,72.1358,71.1365,72.1358,3.7415,140011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.1,149.1,144.6,145.0,13.1353,193200.0,,,,,,,,,,,,,,,,,,
2005-02-17,,,,,,,35.89,35.89,35.01,35.12,13.4987,654800.0,72.6353,72.7577,71.3711,72.3601,3.7532,102742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5,142.6,136.0,136.9,12.4016,55500.0,,,,,,,,,,,,,,,,,,
2005-02-18,,,,,,,35.22,35.54,34.95,35.04,13.4679,437800.0,72.8902,74.1749,72.7373,72.9005,3.7812,104756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5,139.3,135.9,137.2,12.4288,22200.0,,,,,,,,,,,,,,,,,,
2005-02-22,,,,,,,34.95,35.1,34.21,34.24,13.1604,444200.0,73.92,75.4494,73.92,74.5216,3.8653,240738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.7,136.7,133.3,135.9,12.311,47200.0,,,,,,,,,,,,,,,,,,
2005-02-23,,,,,,,34.49,34.93,34.36,34.84,13.3911,537400.0,74.6337,74.6337,73.92,73.92,3.8341,62451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5,139.0,136.1,137.5,12.4559,71700.0,,,,,,,,,,,,,,,,,,
2005-02-24,,,,,,,36.5,37.38,35.87,37.18,14.2905,1353800.0,74.2259,74.7867,74.0219,74.4298,3.8605,85618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.7,140.7,135.8,140.7,12.7458,59000.0,,,,,,,,,,,,,,,,,,
2005-02-25,,,,,,,37.43,38.34,37.28,38.32,14.7286,826800.0,74.6847,75.7144,74.6847,75.2965,3.9055,323334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.5,143.8,138.5,143.5,12.9995,24800.0,,,,,,,,,,,,,,,,,,
2005-02-28,,,,,,,38.3,38.38,37.66,38.0,14.6056,700000.0,75.9592,77.1317,75.5208,76.0612,3.9451,263905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,144.8,141.3,144.5,13.0901,32700.0,,,,,,,,,,,,,,,,,,
2005-03-01,,,,,,,38.05,38.71,38.05,38.39,14.7555,373600.0,75.0416,75.5514,73.92,74.3381,3.8558,177280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,145.0,143.5,144.0,13.0448,25800.0,,,,,,,,,,,,,,,,,,
2005-03-02,,,,,,,38.05,38.69,37.85,38.17,14.671,376200.0,74.0832,74.4298,73.7875,73.8283,3.8293,176272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.3,145.8,142.7,145.5,13.1806,208300.0,,,,,,,,,,,,,,,,,,
2005-03-03,,,,,,,38.3,38.64,38.04,38.22,14.6902,264800.0,74.4298,75.2455,74.4298,75.0925,3.8949,723221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,146.0,140.0,140.5,12.7277,23600.0,,,,,,,,,,,,,,,,,,
2005-03-04,,,,,,,38.3,39.09,38.2,38.91,14.9554,255400.0,75.3474,76.418,75.3474,75.7757,3.9303,451258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.3,141.0,139.5,140.7,12.7458,44700.0,,,,,,,,,,,,,,,,,,
2005-03-07,,,,,,,38.95,39.03,38.4,38.56,14.8209,169400.0,75.4494,75.9592,75.2352,75.6533,3.924,360603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1,141.3,138.5,139.5,12.6371,9100.0,,,,,,,,,,,,,,,,,,
2005-03-08,,,,,,,38.5,38.76,38.0,38.65,14.8555,423400.0,75.9082,76.0101,74.9396,74.9396,3.887,170229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.5,139.5,138.5,138.7,12.5646,20700.0,,,,,,,,,,,,,,,,,,
2005-03-09,,,,,,,38.5,38.98,37.81,37.84,14.5441,633000.0,75.1945,75.1945,74.3279,74.7867,3.879,199440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.5,138.5,134.66,135.6,12.2838,19000.0,,,,,,,,,,,,,,,,,,
2005-03-10,,,,,,,37.84,38.13,37.4,37.72,14.498,329800.0,75.0416,75.1945,73.1043,73.6141,3.8182,246781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.2,138.5,135.0,138.0,12.5012,95600.0,,,,,,,,,,,,,,,,,,
2005-03-11,,,,,,,37.6,37.75,37.07,37.15,14.3359,938600.0,73.3083,73.8181,72.4925,73.4918,3.8119,241745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.2,139.6,134.5,139.5,12.6371,70300.0,,,,,,,,,,,,,,,,,,
2005-03-14,,,,,,,37.16,38.06,37.15,37.67,14.5366,633400.0,73.1554,73.1554,71.3711,71.7584,3.722,353552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.8,140.8,139.0,140.2,12.7005,37300.0,,,,,,,,,,,,,,,,,,
2005-03-15,,,,,,,37.85,38.1,37.05,37.3,14.3938,369800.0,71.7483,71.7584,71.1162,71.5749,3.7124,96698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.6,140.3,137.5,137.6,12.465,5700.0,,,,,,,,,,,,,,,,,,
2005-03-16,,,,,,,37.2,37.21,36.55,36.77,14.1893,357400.0,71.1671,72.2988,70.3821,71.4017,3.7035,587239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3,137.5,136.0,136.2,12.3382,11700.0,,,,,,,,,,,,,,,,,,
2005-03-17,,,,,,,36.77,37.7,36.66,37.53,14.4826,445200.0,71.2691,72.7271,71.2691,72.3907,3.7548,185338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.6,138.8,135.8,138.1,12.5103,15700.0,,,,,,,,,,,,,,,,,,
2005-03-18,,,,,,,37.75,37.94,37.43,37.9,14.6254,760800.0,72.4008,73.92,72.4008,73.4714,3.8108,137996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1,140.5,137.8,140.0,12.6824,55100.0,,,,,,,,,,,,,,,,,,
2005-03-21,,,,,,,37.99,37.99,37.14,37.28,14.3861,276400.0,73.7263,75.4494,73.7263,75.1945,3.9002,540905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,138.9,132.38,132.6,12.012,21200.0,,,,,,,,,,,,,,,,,,
2005-03-22,,,,,,,37.29,37.32,36.25,36.26,13.9925,744600.0,75.4494,76.9788,75.4494,76.1019,3.9473,518745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,132.0,120.5,122.0,11.0518,68800.0,,,,,,,,,,,,,,,,,,
2005-03-23,,,,,,,36.1,36.76,35.95,36.32,14.0156,363200.0,75.4494,75.9592,74.8376,74.8376,3.8817,531839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5,122.0,120.1,120.9,10.9522,37000.0,,,,,,,,,,,,,,,,,,
2005-03-24,,,,,,,36.56,37.02,36.5,36.58,14.116,235600.0,74.9396,77.4988,74.9396,77.4886,4.0192,352545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.4,122.5,121.1,121.5,11.0065,10900.0,,,,,,,,,,,,,,,,,,
2005-03-28,,,,,,,36.63,36.77,36.1,36.27,13.9963,198800.0,77.4886,79.8234,77.1215,78.4062,4.0668,433127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.7,124.0,121.4,123.9,11.2239,14600.0,,,,,,,,,,,,,,,,,,
2005-03-29,,,,,,,36.32,36.6,35.26,35.36,13.6452,451400.0,79.3238,80.0375,77.4886,77.4886,4.0192,680915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5,123.5,121.5,122.5,11.0971,23000.0,,,,,,,,,,,,,,,,,,
2005-03-30,,,,,,,35.31,36.41,35.31,36.41,14.0504,369600.0,78.6101,80.6493,78.2533,79.5277,4.1249,481476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5,128.5,123.5,128.4,11.6316,16900.0,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,36.38,36.44,36.1,36.36,14.0311,478600.0,81.0571,85.0233,80.9551,82.1276,4.2598,464352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,133.5,128.3,131.0,11.8671,57900.0,,,,,,,,,,,,,,,,,,
2005-04-01,,,,,,,36.75,36.95,35.87,35.98,13.8844,418800.0,83.6061,83.708,82.0869,82.9943,4.3047,228651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2,132.3,125.9,127.9,11.5863,44500.0,,,,,,,,,,,,,,,,,,
2005-04-04,,,,,,,35.9,36.29,35.35,36.16,13.9539,298200.0,82.5865,82.8924,81.2611,81.8932,4.2476,403916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.7,129.0,127.5,128.7,11.6588,23500.0,,,,,,,,,,,,,,,,,,
2005-04-05,,,,,,,36.29,36.46,36.114,36.42,14.0542,228400.0,83.0963,84.0139,82.7496,83.6061,4.3365,357581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.2,128.9,126.3,127.3,11.5319,24600.0,,,,,,,,,,,,,,,,,,
2005-04-06,,,,,,,36.52,36.79,36.19,36.2,13.9693,267800.0,83.6061,86.5221,83.6061,85.6963,4.4449,257861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.3,127.0,125.0,127.0,11.5048,25000.0,,,,,,,,,,,,,,,,,,
2005-04-07,,,,,,,36.2,36.4,35.83,36.28,14.0002,184400.0,84.7276,87.1746,84.7276,85.6555,4.4428,345494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.5,126.7,125.0,125.6,11.3779,11100.0,,,,,,,,,,,,,,,,,,
2005-04-08,,,,,,,36.25,36.25,35.5,35.57,13.7262,361200.0,86.257,86.4609,85.1354,85.6657,4.4433,174258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.9,125.3,121.5,122.5,11.0971,37000.0,,,,,,,,,,,,,,,,,,
2005-04-11,,,,,,,35.57,35.63,35.03,35.35,13.6413,274600.0,86.257,86.359,85.0233,85.8492,4.4528,551985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5,122.9,121.0,122.2,11.0699,22900.0,,,,,,,,,,,,,,,,,,
2005-04-12,,,,,,,35.48,35.85,34.85,35.51,13.7031,605000.0,86.1041,86.6648,85.6452,86.1653,4.4692,376720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,122.0,115.0,118.5,10.7347,23500.0,,,,,,,,,,,,,,,,,,
2005-04-13,,,,,,,35.36,35.38,34.32,34.48,13.3056,600800.0,85.8492,90.3353,85.8492,88.7958,4.6057,552992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,119.5,116.5,117.7,10.6623,233300.0,,,,,,,,,,,,,,,,,,
2005-04-14,,,,,,,34.53,34.85,34.21,34.32,13.2439,723600.0,89.5095,89.5095,85.6452,86.2162,4.4719,349523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.2,119.0,114.5,116.2,10.5264,315400.0,,,,,,,,,,,,,,,,,,
2005-04-15,,,,,,,33.7,33.71,32.2,32.46,12.5261,902400.0,85.2374,85.6452,82.9943,83.0045,4.3053,1064686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.3,116.3,110.0,110.1,9.9738,19900.0,,,,,,,,,,,,,,,,,,
2005-04-18,,,,,,,32.5,32.95,32.04,32.81,12.6612,552800.0,83.0045,85.1354,83.0045,84.6053,4.3883,384778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6,111.0,107.5,109.3,9.9013,254700.0,,,,,,,,,,,,,,,,,,
2005-04-19,,,,,,,32.95,33.45,32.95,33.31,12.8541,312800.0,85.1354,86.2061,85.064,85.3394,4.4264,182316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.8,110.3,104.5,108.1,9.7926,28000.0,,,,,,,,,,,,,,,,,,
2005-04-20,,,,,,,33.25,33.43,32.39,32.47,12.53,462400.0,84.7276,86.0938,84.0547,85.6452,4.4422,572130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,108.0,103.3,103.3,9.3578,26800.0,,,,,,,,,,,,,,,,,,
2005-04-21,,,,,,,32.95,33.45,32.53,33.44,12.9043,485000.0,85.9001,86.4099,84.8805,85.7676,4.4486,360603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,107.6,103.3,107.3,9.7202,15500.0,,,,,,,,,,,,,,,,,,
2005-04-22,,,,,,,33.3,33.3,32.41,32.66,12.6033,555000.0,85.6452,86.4099,85.6452,85.9001,4.4555,610406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,107.0,90.9,92.5,8.3794,220400.0,,,,,,,,,,,,,,,,,,
2005-04-25,,,,,,,32.89,33.97,32.8,33.75,13.0239,926400.0,86.4099,87.6844,85.7981,87.3786,4.5321,210520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,94.1,91.7,92.6,8.3885,22000.0,,,,,,,,,,,,,,,,,,
2005-04-26,,,,,,,35.6,36.43,35.05,35.74,13.7918,1427000.0,88.704,89.4687,87.0828,87.5417,4.5406,534861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,100.7,90.0,100.3,9.086,66500.0,,,,,,,,,,,,,,,,,,
