ticker,lag,intercept,intercept_pvalue,asset_lag_coefficient,asset_lag_coefficient_pvalue,asset_lag_hac_standard_error,lithium_lag1_coefficient,lithium_lag1_coefficient_pvalue,lithium_lag1_hac_standard_error
AKE.AX,4,-0.0040071172258731354,0.59942083520363,0.4158854302416351,0.0028036206663817538,0.13916251787988507,-0.12352878790274788,0.20353355740617263,0.09714830414811067
ALB,1,-0.0021955265118779187,0.784394431503872,0.10435785957743698,0.25606744509672064,0.09188573936609223,-0.11823895219838243,0.24585378462516339,0.10188804675546823
ALB,2,-0.0031480494331126933,0.697323558537994,0.28551656699264744,0.0459167860386575,0.14303308855658242,-0.12505367326939917,0.2324333327194409,0.10472506081263895
ALB,3,-0.002463527872301816,0.7650912260897792,0.23491864668432572,0.20863353638161808,0.1868390336252037,-0.11799042563856835,0.26755670495908246,0.10642167068079045
ALB,4,-0.002265810544600678,0.7857585445326938,0.09261254694652502,0.7050424584806758,0.24466851789055416,-0.10394097798632781,0.3350103763324914,0.10781466071655474
ALL.L,1,-0.0018772907374091036,0.813871560440663,0.017183060489639475,0.7037156864421326,0.04518178118906838,-0.11029610128927118,0.28113439700420517,0.10233689898750593
ALL.L,2,-0.00227251550933907,0.7760898385712456,0.048209025324472854,0.5692878653356348,0.08471090100823232,-0.11004388302316642,0.2855311127328143,0.10303961098629955
ALL.L,3,-0.0017720029651230877,0.8234265299966059,0.13146388934236714,0.25561208041244965,0.11564142560755131,-0.10865758229735284,0.2886200484077852,0.10239570422488174
ALL.L,4,-0.002110767181046619,0.7894754099971929,0.18841767852067626,0.14046894076929994,0.12782338710558297,-0.10870293329896354,0.29013415748705185,0.10276056146503752
AMLI,1,-0.0022934183588613904,0.774258486764144,0.06148573977554933,0.09694932368045912,0.037043469844647355,-0.11116956382466558,0.2748606610055411,0.10180947545286076
AMLI,2,-0.002649213586059738,0.7427724435736005,0.06464188842880934,0.24908387055250925,0.056084638317774126,-0.1126944888618343,0.2751591719974613,0.1032702089381189
AMLI,3,-0.002106082296874714,0.7961943232798347,0.06867611116901215,0.2598422077923056,0.06094985416001417,-0.10667598486133245,0.2972585397413573,0.10234373728471322
AMLI,4,-0.0021248412346161274,0.7928588707495052,0.027877013685706244,0.6543916955348543,0.06227140811688447,-0.10108289807792514,0.3235172847185731,0.10238775472846387
CRE.V,1,-0.0020253762304445555,0.7995565717314632,0.12276979801703278,0.046611914729593105,0.061699269464823486,-0.112704218903246,0.27161946482247223,0.1025198229605909
CRE.V,2,-0.002364870819642994,0.7700411903058054,0.08825649720248117,0.3508511467130184,0.09460043901402497,-0.11259679319141216,0.28289015004139695,0.10485342266077015
CRE.V,3,-0.0016435769162397528,0.8383490713735352,-0.009077592962322238,0.9216345411176916,0.09227542342266655,-0.1031973960207423,0.3111595443039302,0.10189397292394883
CRE.V,4,-0.001967299138959198,0.8065015367159828,0.01676879477913268,0.8839967133265313,0.114929869882193,-0.10004715103929304,0.32467185827524403,0.1015807442012031
ERA.PA,1,-0.0015737335254838313,0.8433276018335067,0.059235772514996315,0.3336413029522368,0.0612695893914046,-0.11062607209509143,0.2818461715000239,0.10279501218632177
ERA.PA,2,-0.001589525655953459,0.840789335240526,0.14603032304120356,0.10975123230913779,0.09130819844736454,-0.11242109792175457,0.2801571077706413,0.10409684018116254
ERA.PA,3,-0.0009213370688831273,0.9072408591346779,0.18543125888334244,0.09864700126274227,0.11228400033576165,-0.1103818740769447,0.2936849470250211,0.10511837231604285
ERA.PA,4,-0.0012662842398797037,0.8737287442603745,0.17602269330816295,0.1305987558386638,0.11643676532903532,-0.10549976747755405,0.313505811322906,0.1046735743400738
INF.AX,1,-0.0018126937248538885,0.8197451746249576,0.06369868097600301,0.17270850012146355,0.0467152444404761,-0.10791668411551741,0.29083740671304403,0.10216612503992836
INF.AX,2,-0.0021999362051621707,0.7834386258415406,0.060275877549365024,0.2795192928019906,0.05573875205071855,-0.11037146714475611,0.2849373254965367,0.10321903315318359
INF.AX,3,-0.0016463409156551364,0.8367365903340953,0.023611078670218017,0.7720179590915915,0.08149160485095434,-0.10387466424103974,0.308836420316266,0.10207140846345877
INF.AX,4,-0.0019137049728050687,0.8101987875639348,0.07640429574530824,0.2997284987213005,0.07367708045989448,-0.10022829664962363,0.3261792853182186,0.10208223574136208
LAC,1,,,,,,,,
LAC,2,,,,,,,,
LAC,3,,,,,,,,
LAC,4,,,,,,,,
LEL.AX,1,0.006390071221501859,0.6652726864165115,0.33128535459053965,0.031192713695639557,0.1537568457811899,-0.03962685640729691,0.6643322153388078,0.09131880442033154
LEL.AX,2,0.006224784643164073,0.6836142208359368,0.3510857807425025,0.08142998894320262,0.20148989946917653,-0.06720576790438446,0.4550877017390058,0.0899723776608223
LEL.AX,3,0.0060673822787476826,0.6891473430990307,0.3642585779534112,0.04212097293698024,0.1792326256867668,-0.051101774220726814,0.5998097154301743,0.09739715999817383
LEL.AX,4,0.006011452173042331,0.6933533041263302,0.40610017873314924,0.05999544444261686,0.21591574361487828,-0.04221613101885203,0.6850982544187914,0.10410472149731591
LIS.V,1,-0.0011219999624376225,0.8876946357102008,0.09607599600478514,0.011958534512610922,0.03822603335913863,-0.1095135691865926,0.2763241772045745,0.10059908983145621
LIS.V,2,-0.0014694634251521594,0.8536591662452171,0.10389606947732144,0.07566161603931336,0.0584857879309478,-0.11474455019755095,0.2652659104935443,0.10299942789319219
LIS.V,3,-0.0007442339683328951,0.9258282218949674,0.12385293937031011,0.07096730364591702,0.06859049512237224,-0.10846604427903576,0.2872099570365616,0.10191666006639354
LIS.V,4,-0.0009376312575219691,0.9072581866840044,0.13492597374185386,0.0797374129658949,0.07700323763699865,-0.10544761929035079,0.2990117000611656,0.10153300481761089
LITH.V,1,-0.0018143702874115798,0.8203086466449642,0.05761631786937624,0.34827984699277115,0.06142916165580734,-0.11441715143149069,0.27339096545441,0.10446317908749406
LITH.V,2,-0.002204500715196882,0.7834084190962964,0.02848798910587937,0.7148384490120828,0.07797116667584278,-0.1097717555245421,0.2898002455056392,0.10369914145417734
LITH.V,3,-0.0016339931191289908,0.8386833187138432,0.03070729620799647,0.7344419143846305,0.09052250788877089,-0.10452816235728345,0.3063123169530917,0.10217901134407956
LITH.V,4,-0.0020263197590582667,0.8002306101136376,-0.12994140941021012,0.2885414271304838,0.1224329904152538,-0.09603456999085802,0.3464715671753059,0.10200650657829177
LPI.AX,1,-0.0016996102851270572,0.8291121136718745,0.20120932893130908,0.015888885206390525,0.08343887206077549,-0.11586011401086571,0.22942508359409564,0.09640218691738521
LPI.AX,2,-0.002069016463520685,0.7957300506798772,0.17056558938424926,0.06438227812922365,0.09222137618072894,-0.12706334087319068,0.20014575992979122,0.09918018152869487
LPI.AX,3,-0.0015347838272720758,0.8467745218241005,0.1465666740129438,0.1334835873197638,0.09767821793025716,-0.11209227269502886,0.26537037948256803,0.10064063125613207
LPI.AX,4,-0.0017908457789719604,0.8211675479676517,0.19514958491291784,0.095232793144582,0.11696684772143287,-0.10777814161246174,0.2849750090883686,0.10080164946905577
LTH.V,1,0.0016511853840544893,0.9102689613093203,0.1383031494047634,0.043685934677170135,0.06856561992401887,-0.0009039472791766406,0.9932433874148437,0.10674534740309984
LTH.V,2,0.0014045428391750436,0.9209519867543091,0.15930195854749113,0.20767460660803028,0.1264315845680188,-0.010821287564442571,0.9212352918449156,0.10944101764033866
LTH.V,3,0.0004169474440348822,0.9773488859410117,0.21518145663721078,0.18019218277642857,0.16056358084381872,-0.011585449365030219,0.9123817698922472,0.10528894990977576
LTH.V,4,0.0007975764243495715,0.9556164849133284,0.19977100007937443,0.2763421275119732,0.18351636317047618,-0.010633809399499483,0.9199518189806987,0.10581493230056124
LTHM,1,-0.00038442253949632927,0.9617166981649419,0.12995436054190865,0.049516001524613655,0.06616411430770863,-0.075771535461997,0.4468662152466274,0.09961420743628877
LTHM,2,-0.0004868180482867808,0.9516633625235583,0.23916573036643424,0.028295880377335908,0.10905076295471534,-0.08581622570405843,0.3890360723514429,0.09962797356887511
LTHM,3,-0.0010473203577833386,0.8966314811298426,0.26414261604999023,0.019858870729012372,0.11341442620833965,-0.08418274673758572,0.400694936347492,0.10017214969578014
LTHM,4,-0.0005978804916265002,0.9408067269660528,0.1985344339279374,0.12654917606453303,0.12994346003938037,-0.07128851341126335,0.48361242975326124,0.10176741939076916
MIN.AX,1,-0.0025361570647898235,0.7528036484307458,0.1340477387945527,0.21111472235430495,0.10719478858852202,-0.11581079116762208,0.2529930373529369,0.10131205142362414
MIN.AX,2,-0.002775646989348044,0.7359037063748328,0.11155111693442918,0.4394625563077452,0.14429046658055655,-0.11257828963155292,0.2827333116639472,0.10480203897671782
MIN.AX,3,-0.0025828201313474767,0.7594265531176488,0.18056123909970825,0.3395725021332886,0.18906732659921013,-0.10877276099013156,0.303139503364941,0.10563290979196689
MIN.AX,4,-0.0028164355059377135,0.732975854300506,0.16861196944528892,0.37045326126227296,0.18826186595081468,-0.10461618140305819,0.32116204264926096,0.10545212772098372
PLS.AX,1,-0.0038699490221293653,0.6118249267270452,0.2911183966016024,6.330570164387767e-05,0.07277709819738831,-0.13284473030403582,0.17103983306256787,0.09704698394541378
PLS.AX,2,-0.0044562052282656065,0.5641457544631899,0.3158744400743536,0.0004598826229545005,0.09017006228453661,-0.1505627320961306,0.14065531277833623,0.10219039045428427
PLS.AX,3,-0.004003977091075421,0.5992187454886471,0.3285885317122467,0.0006709962642764994,0.09661061861918244,-0.13543921157317626,0.17647720204623074,0.10020053108603962
PLS.AX,4,-0.00508182080179073,0.49672870935878943,0.4448366713144251,0.00016850533729048927,0.11824217793313008,-0.1353801845676504,0.17195759397235355,0.09911132306145459
SGML.V,1,-0.0038874392859667784,0.6205314331102179,0.15563867326938757,0.10627463772793067,0.09636075964570709,-0.1128240844516959,0.25848099259280855,0.09984532235847954
SGML.V,2,-0.004931337811645422,0.5241894155576563,0.21139632531010666,0.07493150373386982,0.11870307022328008,-0.11678004491776228,0.24659121667943285,0.10078811633242298
SGML.V,3,-0.0042590747065641,0.6165692925776937,0.1980668045614653,0.25603242778613944,0.17438240422577428,-0.1103495316031326,0.28318636891594473,0.10282395891720442
SGML.V,4,-0.0017917695196848573,0.8293279376359732,-0.01182810608994603,0.9521767729034378,0.19722234125155538,-0.09965488665130107,0.3362384166526573,0.10363184273397112
SLI.V,1,-0.0021476669701530533,0.788879113566971,0.03996303660730248,0.5050160896749383,0.059948920082734565,-0.10959168562677096,0.2814888021680385,0.10175824512296501
SLI.V,2,-0.003075374659551897,0.7092587510260346,0.11566414474819724,0.16323022424591827,0.08295562098751405,-0.11102745713400333,0.2807828610193214,0.10294022817473282
SLI.V,3,-0.0015239921050333235,0.8575129950098619,-0.01714089924529463,0.894491586598396,0.12924535395418305,-0.10271391545456382,0.3221157649551607,0.10373891883154378
SLI.V,4,-0.0016435178589655755,0.8445022192719749,-0.038910384988029005,0.7567817846522527,0.125635053488357,-0.10002098689597477,0.3230562569920129,0.10121565173982894
SQM,1,-0.0020745803950034314,0.7954501276897552,0.10251900713384524,0.3611444303577892,0.11226512897372022,-0.11742105736031892,0.23950841149451907,0.09982946767760814
SQM,2,-0.0027092523322168704,0.7358215801364516,0.23772463308759703,0.06741409211270763,0.12998206624113856,-0.12160672161885078,0.22852013878824695,0.100987189725296
SQM,3,-0.00196941939528659,0.8099275240166445,0.14475937671447572,0.45674355037346426,0.19451160702521272,-0.11117124148417974,0.2828501967530398,0.10351731502472504
SQM,4,-0.0018216713373759956,0.8263573098010486,-0.05755617365572205,0.8298944489055824,0.2679063145559313,-0.0982309036035608,0.352636087031182,0.10568277603754073
SYA.AX,1,-0.002469045855051436,0.7568367541630108,0.07052748242505703,0.04417226503501297,0.035045539918451135,-0.1235556893698918,0.2287623579182344,0.10265910982470056
SYA.AX,2,-0.0028306506528138335,0.7254235866033352,0.06781157509344266,0.20143682867621693,0.053082768920932194,-0.11842215887653885,0.25641288627955494,0.10434494646783506
SYA.AX,3,-0.0017960835279824954,0.8231511706304047,0.015034881864245203,0.8110519051933018,0.06288924011578839,-0.10503688365834464,0.3054250476826027,0.10248811627587259
SYA.AX,4,-0.002557640336110766,0.7475487765712034,0.06510420412313692,0.31955575832815675,0.06540695957384005,-0.10346636062322237,0.30801969937582374,0.1014986960801773
WML.V,1,-0.0015832263111138986,0.8417136323054593,0.062079058079197544,0.2406185657379718,0.05290338437983824,-0.11531452847017558,0.26235797980968634,0.1028826711374822
WML.V,2,-0.0023214002202925355,0.7678058957627699,-0.02211376522500827,0.8036018942670023,0.08892161226199574,-0.10568741796757546,0.3195629399265548,0.1061804741119122
WML.V,3,-0.0019234021867521676,0.804861485665321,-0.057276445932450876,0.5870642255837507,0.1054629852498065,-0.10232248668006236,0.31818570306810556,0.10250770179812116
WML.V,4,-0.0022428747567483976,0.7744330299035006,-0.06326237853552706,0.5562651056340766,0.10751628428614746,-0.09954590157258736,0.3275501087752425,0.10167492817572858
