ticker,lag,intercept,intercept_pvalue,lag_coefficient,lag_coefficient_pvalue,hac_standard_error
LPI.AX,4,-0.0015743883491430978,0.8279407737340203,0.17596304642906194,0.12025688589735796,0.11325447006109704
LTH.V,1,0.0016486530002296164,0.9110259634890642,0.13830564147577173,0.04363989379927741,0.06855185203983258
LTH.V,2,0.0014038493970635801,0.9203449406972535,0.1578663036065889,0.21061643052585266,0.1261041675545968
LTH.V,3,0.00042122344344945584,0.9769152972881501,0.21335215049550818,0.19190588444495216,0.1634930342818272
LTH.V,4,0.0008160063878666201,0.9540156455547668,0.19726019630861547,0.29216500643416243,0.1872633198809555
LTHM,1,-0.0002952587406102439,0.9687002800787261,0.11841327855792023,0.09263044874844545,0.07041358152226104
LTHM,2,-0.00037356241883337567,0.9602097048589722,0.2124513085931244,0.06151379692636257,0.11362344016798198
LTHM,3,-0.0009257891391510644,0.9020799941417269,0.23170240340734855,0.04324431788377764,0.11462797535264518
LTHM,4,-0.0004583703856712003,0.9516917464864295,0.1700218282700231,0.19009466200680825,0.12975802586184687
MIN.AX,1,-0.0021474847225006624,0.7677638076538589,0.11447159849620811,0.27905689832226355,0.10575326058658617
MIN.AX,2,-0.002372346862216255,0.7494099474543303,0.0834710393964811,0.5212664382215493,0.13013994656865804
MIN.AX,3,-0.002153360306919666,0.7772540951084542,0.15496264045103497,0.3530967686546459,0.16687782907012683
MIN.AX,4,-0.0024383823476547568,0.7440750205610611,0.13892050443061468,0.393639656669476,0.16285431943687484
PLS.AX,1,-0.003427760697705325,0.6138716659500767,0.2751166241351035,0.00019568518451628143,0.07386627868996296
PLS.AX,2,-0.003743652750818536,0.5800599072565817,0.26319039149502466,0.0028667808229313908,0.08826936993585871
PLS.AX,3,-0.00330144117432444,0.6242202786300903,0.28077747704471684,0.0028140325287253068,0.0939886717811089
PLS.AX,4,-0.004437578106784043,0.5034164451653866,0.39378209093362876,0.0008913959236270948,0.11851143882931128
SGML.V,1,-0.0035106294724979235,0.6250156580609676,0.14852006092286216,0.1317992415736253,0.09855054527037926
SGML.V,2,-0.0043059303976097675,0.5344350346584752,0.18397740058965026,0.11832447263715254,0.11779490473091182
SGML.V,3,-0.0035197798380058164,0.645195577308133,0.16473846718428767,0.30746878041368597,0.1614216245639177
SGML.V,4,-0.0011559991375444053,0.8760525634472414,-0.04423249767045105,0.8005302613621703,0.1750666480415279
SLI.V,1,-0.0018538144870053948,0.7997842386513657,0.037530285436494115,0.5401839379042255,0.06127044774094698
SLI.V,2,-0.002759131280202491,0.7123063694954017,0.10840015931126565,0.175108229826351,0.07994279947568991
SLI.V,3,-0.0011258208321877653,0.8837902713472344,-0.03221180830879422,0.7854850268426707,0.11834824372887168
SLI.V,4,-0.0014308973197240627,0.8521065129610951,-0.03840400970223676,0.7440417552383172,0.11762124291486868
SQM,1,-0.0017326677931100943,0.811062730334384,0.07861521708966111,0.4893613116920743,0.11371672480354135
SQM,2,-0.0023452734621150382,0.7457655840941699,0.19808733760070893,0.11685254660075647,0.1263213413830592
SQM,3,-0.0015554599271323044,0.8336833268991419,0.09158610510842213,0.6128695321539992,0.18100677219148864
SQM,4,-0.0015294109516338244,0.8406818701922482,-0.0956230346234475,0.6913468316732734,0.24084709578966731
SYA.AX,1,-0.00203814586253779,0.7757577101300142,0.0558998155496918,0.13084876227891465,0.037001040918014705
SYA.AX,2,-0.0023788714188391425,0.7427157542381253,0.047920648541513594,0.3459504576098801,0.050845638578189016
SYA.AX,3,-0.001352476131795301,0.8526793129060503,-0.002052572945413377,0.9729271971587388,0.06048143435460565
SYA.AX,4,-0.002229691970402995,0.7581462270481263,0.05390711469805491,0.3803115483476799,0.06144504533658205
WML.V,1,-0.0013337090832935658,0.8530460630461308,0.053244742677346385,0.31975841966821006,0.053514754162437124
WML.V,2,-0.0021404246876737015,0.7666765536326506,-0.03685049997324333,0.6532971353836169,0.08203830953265882
WML.V,3,-0.0016644455532518637,0.8150408658870179,-0.062250147355961884,0.5339681911758902,0.1000870643179307
WML.V,4,-0.002038129721094014,0.7773011846303268,-0.06555097773032195,0.5199740010934413,0.10188445265376198
