Date,Price
05/25/2020,"36,000.00"
05/22/2020,"36,000.00"
05/21/2020,"36,500.00"
05/20/2020,"36,500.00"
05/19/2020,"36,500.00"
05/18/2020,"36,500.00"
05/15/2020,"36,500.00"
05/14/2020,"37,000.00"
05/13/2020,"37,000.00"
5/12/2020,"37,000.00"
5/11/2020,"37,500.00"
5/08/2020,"37,500.00"
5/07/2020,"37,500.00"
5/06/2020,"37,500.00"
04/30/2020,"37,500.00"
04/29/2020,"37,500.00"
04/28/2020,"37,500.00"
04/27/2020,"38,000.00"
04/24/2020,"38,000.00"
04/23/2020,"38,500.00"
04/22/2020,"38,500.00"
04/21/2020,"38,500.00"
04/20/2020,"38,500.00"
04/17/2020,"38,500.00"
04/16/2020,"38,500.00"
04/15/2020,"38,500.00"
04/14/2020,"39,000.00"
04/13/2020,"39,000.00"
4/10/2020,"39,000.00"
4/09/2020,"39,500.00"
4/08/2020,"39,500.00"
4/07/2020,"39,500.00"
4/03/2020,"39,500.00"
4/02/2020,"40,000.00"
4/01/2020,"40,000.00"
03/31/2020,"40,000.00"
03/30/2020,"40,000.00"
03/27/2020,"40,000.00"
03/26/2020,"40,000.00"
03/25/2020,"40,000.00"
03/24/2020,"40,000.00"
03/23/2020,"40,000.00"
03/20/2020,"40,000.00"
03/19/2020,"40,000.00"
03/18/2020,"40,000.00"
03/17/2020,"40,000.00"
03/16/2020,"40,000.00"
03/13/2020,"40,000.00"
3/12/2020,"40,000.00"
3/11/2020,"40,000.00"
3/10/2020,"40,000.00"
3/09/2020,"40,000.00"
3/06/2020,"40,000.00"
3/05/2020,"40,000.00"
3/04/2020,"40,000.00"
3/03/2020,"40,000.00"
3/02/2020,"40,000.00"
02/28/2020,"40,000.00"
02/27/2020,"39,500.00"
02/26/2020,"39,500.00"
02/25/2020,"39,500.00"
02/24/2020,"39,000.00"
02/21/2020,"39,000.00"
02/20/2020,"39,000.00"
02/19/2020,"39,000.00"
02/18/2020,"39,000.00"
02/17/2020,"39,000.00"
02/14/2020,"38,500.00"
02/13/2020,"38,500.00"
2/12/2020,"38,500.00"
2/11/2020,"38,500.00"
2/10/2020,"38,500.00"
2/07/2020,"38,500.00"
2/06/2020,"38,500.00"
2/05/2020,"38,500.00"
2/04/2020,"38,500.00"
2/03/2020,"38,500.00"
01/21/2020,"38,500.00"
01/20/2020,"38,500.00"
01/17/2020,"38,500.00"
01/16/2020,"38,500.00"
01/15/2020,"38,500.00"
01/14/2020,"38,500.00"
01/13/2020,"38,500.00"
1/10/2020,"38,500.00"
1/09/2020,"39,500.00"
1/08/2020,"39,500.00"
1/07/2020,"39,500.00"
1/06/2020,"39,500.00"
1/03/2020,"39,500.00"
1/02/2020,"39,500.00"
12/31/2019,"39,500.00"
12/30/2019,"39,500.00"
12/27/2019,"39,500.00"
12/26/2019,"40,500.00"
12/25/2019,"40,500.00"
12/24/2019,"40,500.00"
12/23/2019,"41,500.00"
12/20/2019,"41,500.00"
12/19/2019,"41,500.00"
12/18/2019,"41,500.00"
12/17/2019,"41,500.00"
12/16/2019,"42,000.00"
12/13/2019,"42,000.00"
12/12/2019,"42,500.00"
12/11/2019,"42,500.00"
12/10/2019,"42,500.00"
12/09/2019,"43,000.00"
12/06/2019,"43,500.00"
12/05/2019,"44,000.00"
12/04/2019,"44,500.00"
12/03/2019,"45,000.00"
12/02/2019,"46,000.00"
11/29/2019,"46,000.00"
11/28/2019,"46,500.00"
11/27/2019,"46,500.00"
11/26/2019,"46,500.00"
11/25/2019,"46,500.00"
11/22/2019,"47,000.00"
11/21/2019,"47,000.00"
11/20/2019,"47,000.00"
11/19/2019,"47,500.00"
11/18/2019,"47,500.00"
11/15/2019,"48,000.00"
11/14/2019,"48,500.00"
11/13/2019,"48,500.00"
11/12/2019,"48,500.00"
11/11/2019,"48,500.00"
11/08/2019,"48,500.00"
11/07/2019,"48,500.00"
11/06/2019,"48,500.00"
11/05/2019,"48,500.00"
11/04/2019,"48,500.00"
11/01/2019,"48,500.00"
10/31/2019,"48,500.00"
10/30/2019,"48,500.00"
10/29/2019,"48,500.00"
10/28/2019,"49,000.00"
10/25/2019,"49,500.00"
10/24/2019,"49,500.00"
10/23/2019,"49,500.00"
10/22/2019,"49,500.00"
10/21/2019,"49,500.00"
10/18/2019,"49,500.00"
10/17/2019,"49,500.00"
10/16/2019,"49,500.00"
10/15/2019,"49,500.00"
10/14/2019,"49,500.00"
10/11/2019,"49,500.00"
10/10/2019,"49,500.00"
10/09/2019,"49,500.00"
10/08/2019,"49,500.00"
09/27/2019,"49,500.00"
09/26/2019,"49,500.00"
09/25/2019,"49,500.00"
09/24/2019,"49,500.00"
09/23/2019,"49,500.00"
09/20/2019,"49,500.00"
09/19/2019,"49,500.00"
09/18/2019,"49,500.00"
09/17/2019,"49,500.00"
09/16/2019,"50,000.00"
9/12/2019,"50,000.00"
9/11/2019,"50,000.00"
9/10/2019,"50,000.00"
9/09/2019,"50,000.00"
9/06/2019,"50,000.00"
9/05/2019,"50,000.00"
9/04/2019,"51,500.00"
9/03/2019,"51,500.00"
9/02/2019,"52,000.00"
08/30/2019,"52,000.00"
08/29/2019,"53,000.00"
08/28/2019,"53,000.00"
08/27/2019,"53,000.00"
08/26/2019,"53,500.00"
08/23/2019,"54,500.00"
08/22/2019,"55,500.00"
08/21/2019,"56,500.00"
08/20/2019,"56,500.00"
08/19/2019,"56,500.00"
08/16/2019,"57,000.00"
08/15/2019,"57,000.00"
08/14/2019,"58,000.00"
08/13/2019,"58,000.00"
8/12/2019,"58,500.00"
8/09/2019,"58,500.00"
8/08/2019,"58,500.00"
8/07/2019,"58,500.00"
8/06/2019,"58,500.00"
8/05/2019,"59,000.00"
8/02/2019,"59,500.00"
8/01/2019,"60,500.00"
07/31/2019,"60,500.00"
07/30/2019,"60,500.00"
07/29/2019,"60,500.00"
07/26/2019,"61,500.00"
07/25/2019,"62,500.00"
07/24/2019,"62,500.00"
07/23/2019,"62,500.00"
07/22/2019,"63,000.00"
07/19/2019,"63,000.00"
07/18/2019,"63,000.00"
07/17/2019,"63,000.00"
07/16/2019,"63,000.00"
07/15/2019,"63,000.00"
7/12/2019,"63,000.00"
7/11/2019,"63,000.00"
7/10/2019,"63,000.00"
7/09/2019,"63,500.00"
7/08/2019,"63,500.00"
7/05/2019,"63,500.00"
7/04/2019,"64,000.00"
7/03/2019,"64,000.00"
7/02/2019,"64,000.00"
7/01/2019,"64,000.00"
06/28/2019,"65,000.00"
06/27/2019,"65,000.00"
06/26/2019,"65,000.00"
06/25/2019,"65,000.00"
06/24/2019,"66,000.00"
06/21/2019,"66,000.00"
06/20/2019,"66,000.00"
06/19/2019,"66,000.00"
06/18/2019,"66,000.00"
06/17/2019,"66,000.00"
06/14/2019,"66,000.00"
06/13/2019,"66,500.00"
6/12/2019,"66,500.00"
6/11/2019,"66,500.00"
6/10/2019,"66,500.00"
6/06/2019,"66,500.00"
6/05/2019,"66,500.00"
6/04/2019,"66,500.00"
6/03/2019,"66,500.00"
05/31/2019,"66,500.00"
05/30/2019,"66,500.00"
05/29/2019,"66,500.00"
05/28/2019,"66,500.00"
05/27/2019,"66,500.00"
05/24/2019,"66,500.00"
05/23/2019,"66,500.00"
05/22/2019,"66,500.00"
05/21/2019,"66,500.00"
05/20/2019,"66,500.00"
05/17/2019,"66,500.00"
05/16/2019,"66,500.00"
05/15/2019,"66,500.00"
05/14/2019,"66,500.00"
05/13/2019,"66,000.00"
5/10/2019,"66,000.00"
5/09/2019,"66,000.00"
5/08/2019,"66,000.00"
5/07/2019,"66,000.00"
5/06/2019,"65,500.00"
04/30/2019,"65,500.00"
04/29/2019,"65,500.00"
04/26/2019,"65,000.00"
04/25/2019,"65,000.00"
04/24/2019,"65,000.00"
04/23/2019,"65,000.00"
04/22/2019,"64,500.00"
04/19/2019,"64,500.00"
04/18/2019,"64,500.00"
04/17/2019,"64,500.00"
04/16/2019,"64,500.00"
04/15/2019,"64,500.00"
4/12/2019,"64,500.00"
4/11/2019,"64,500.00"
4/10/2019,"64,500.00"
4/09/2019,"64,500.00"
4/08/2019,"65,000.00"
4/04/2019,"65,000.00"
4/03/2019,"65,000.00"
4/02/2019,"65,000.00"
4/01/2019,"65,000.00"
03/29/2019,"65,500.00"
03/28/2019,"65,500.00"
03/27/2019,"65,500.00"
03/26/2019,"65,500.00"
03/25/2019,"65,500.00"
03/22/2019,"65,500.00"
03/21/2019,"65,500.00"
03/20/2019,"65,500.00"
03/19/2019,"65,500.00"
03/18/2019,"65,500.00"
03/15/2019,"65,500.00"
03/14/2019,"65,500.00"
03/13/2019,"65,500.00"
3/12/2019,"65,500.00"
3/11/2019,"66,500.00"
3/08/2019,"66,500.00"
3/07/2019,"67,500.00"
3/06/2019,"67,500.00"
3/05/2019,"67,500.00"
3/04/2019,"67,500.00"
3/01/2019,"67,500.00"
02/28/2019,"68,500.00"
02/27/2019,"68,500.00"
02/26/2019,"68,500.00"
02/25/2019,"68,500.00"
02/22/2019,"68,500.00"
02/21/2019,"68,500.00"
02/20/2019,"68,500.00"
02/19/2019,"68,500.00"
02/18/2019,"67,500.00"
02/15/2019,"67,500.00"
02/14/2019,"67,500.00"
02/13/2019,"67,500.00"
2/12/2019,"67,500.00"
2/11/2019,"67,500.00"
2/01/2019,"67,500.00"
01/31/2019,"67,500.00"
01/30/2019,"67,500.00"
01/29/2019,"67,500.00"
01/28/2019,"67,500.00"
01/25/2019,"67,500.00"
01/24/2019,"67,500.00"
01/23/2019,"67,500.00"
01/22/2019,"67,500.00"
01/21/2019,"67,500.00"
01/18/2019,"67,500.00"
01/17/2019,"67,500.00"
01/16/2019,"67,500.00"
01/15/2019,"67,500.00"
01/14/2019,"68,500.00"
1/11/2019,"68,500.00"
1/10/2019,"68,500.00"
1/09/2019,"68,500.00"
1/08/2019,"68,500.00"
1/07/2019,"68,500.00"
1/03/2019,"68,500.00"
1/02/2019,"68,500.00"
12/28/2018,"68,500.00"
12/27/2018,"68,500.00"
12/26/2018,"68,500.00"
12/25/2018,"68,500.00"
12/24/2018,"68,500.00"
12/21/2018,"69,500.00"
12/20/2018,"69,500.00"
12/19/2018,"69,500.00"
12/18/2018,"70,000.00"
12/17/2018,"70,000.00"
12/14/2018,"70,000.00"
12/13/2018,"70,000.00"
12/12/2018,"70,000.00"
12/11/2018,"70,000.00"
12/10/2018,"70,000.00"
12/07/2018,"70,000.00"
12/06/2018,"70,000.00"
12/05/2018,"70,000.00"
12/04/2018,"70,000.00"
12/03/2018,"70,000.00"
11/30/2018,"70,000.00"
11/29/2018,"70,000.00"
11/28/2018,"70,000.00"
11/27/2018,"70,000.00"
11/26/2018,"70,000.00"
11/23/2018,"70,000.00"
11/22/2018,"70,000.00"
11/21/2018,"70,000.00"
11/20/2018,"70,000.00"
11/19/2018,"70,000.00"
11/16/2018,"70,000.00"
11/15/2018,"70,000.00"
11/14/2018,"70,000.00"
11/13/2018,"70,000.00"
11/12/2018,"70,000.00"
11/09/2018,"70,000.00"
11/08/2018,"70,000.00"
11/07/2018,"70,000.00"
11/06/2018,"70,000.00"
11/05/2018,"70,000.00"
11/02/2018,"70,000.00"
11/01/2018,"70,000.00"
10/31/2018,"69,000.00"
10/30/2018,"69,000.00"
10/29/2018,"68,000.00"
10/26/2018,"68,000.00"
10/25/2018,"68,000.00"
10/24/2018,"68,000.00"
10/23/2018,"68,000.00"
10/22/2018,"68,000.00"
10/19/2018,"68,000.00"
10/18/2018,"68,000.00"
10/17/2018,"68,000.00"
10/16/2018,"68,000.00"
10/15/2018,"68,000.00"
10/12/2018,"68,000.00"
10/11/2018,"68,000.00"
10/10/2018,"68,000.00"
10/09/2018,"69,500.00"
10/08/2018,"71,000.00"
09/28/2018,"71,000.00"
09/27/2018,"71,000.00"
09/26/2018,"71,000.00"
09/25/2018,"71,000.00"
09/21/2018,"71,000.00"
09/20/2018,"71,000.00"
09/19/2018,"72,500.00"
09/18/2018,"72,500.00"
09/17/2018,"73,500.00"
09/14/2018,"74,500.00"
09/13/2018,"74,500.00"
9/12/2018,"74,500.00"
9/11/2018,"74,500.00"
9/10/2018,"74,500.00"
9/07/2018,"74,500.00"
9/06/2018,"74,500.00"
9/05/2018,"74,500.00"
9/04/2018,"74,500.00"
9/03/2018,"74,500.00"
08/31/2018,"74,500.00"
08/30/2018,"74,500.00"
08/29/2018,"74,500.00"
08/28/2018,"74,500.00"
08/27/2018,"76,500.00"
08/24/2018,"78,500.00"
08/23/2018,"78,500.00"
08/22/2018,"79,500.00"
08/21/2018,"79,500.00"
08/20/2018,"79,500.00"
08/17/2018,"79,500.00"
08/16/2018,"79,500.00"
08/15/2018,"79,500.00"
08/14/2018,"80,500.00"
08/13/2018,"82,500.00"
8/10/2018,"83,500.00"
8/09/2018,"83,500.00"
8/08/2018,"83,500.00"
8/07/2018,"83,500.00"
8/06/2018,"83,500.00"
8/03/2018,"84,500.00"
8/02/2018,"85,500.00"
8/01/2018,"87,500.00"
07/31/2018,"89,500.00"
07/30/2018,"89,500.00"
07/27/2018,"89,500.00"
07/26/2018,"91,500.00"
07/25/2018,"91,500.00"
07/24/2018,"91,500.00"
07/23/2018,"93,500.00"
07/20/2018,"95,500.00"
07/19/2018,"95,500.00"
07/18/2018,"95,500.00"
07/17/2018,"95,500.00"
07/16/2018,"95,500.00"
07/13/2018,"95,500.00"
7/12/2018,"95,500.00"
7/11/2018,"95,500.00"
7/10/2018,"95,500.00"
7/09/2018,"97,500.00"
7/06/2018,"97,500.00"
7/05/2018,"97,500.00"
7/04/2018,"99,500.00"
7/03/2018,"102,500.00"
7/02/2018,"102,500.00"
06/29/2018,"102,500.00"
06/28/2018,"102,500.00"
06/27/2018,"102,500.00"
06/26/2018,"104,500.00"
06/25/2018,"104,500.00"
06/22/2018,"104,500.00"
06/21/2018,"104,500.00"
06/20/2018,"104,500.00"
06/19/2018,"107,500.00"
06/15/2018,"110,500.00"
06/14/2018,"113,500.00"
06/13/2018,"113,500.00"
6/12/2018,"113,500.00"
6/11/2018,"113,500.00"
6/08/2018,"113,500.00"
6/07/2018,"115,500.00"
6/06/2018,"115,500.00"
6/05/2018,"118,500.00"
6/04/2018,"121,500.00"
6/01/2018,"121,500.00"
05/31/2018,"121,500.00"
05/30/2018,"123,500.00"
05/29/2018,"125,500.00"
05/28/2018,"128,500.00"
05/25/2018,"131,500.00"
05/24/2018,"131,500.00"
05/23/2018,"131,500.00"
05/22/2018,"131,500.00"
05/21/2018,"131,500.00"
05/18/2018,"131,500.00"
05/17/2018,"131,500.00"
05/16/2018,"131,500.00"
05/15/2018,"131,500.00"
05/14/2018,"131,500.00"
5/11/2018,"131,500.00"
5/10/2018,"131,500.00"
5/09/2018,"131,500.00"
5/08/2018,"131,500.00"
5/07/2018,"131,500.00"
5/04/2018,"131,500.00"
5/03/2018,"131,500.00"
5/02/2018,"132,500.00"
04/27/2018,"133,500.00"
04/26/2018,"133,500.00"
04/25/2018,"133,500.00"
04/24/2018,"133,500.00"
04/23/2018,"134,500.00"
04/20/2018,"134,500.00"
04/19/2018,"134,500.00"
04/18/2018,"134,500.00"
04/17/2018,"134,500.00"
04/16/2018,"135,500.00"
04/13/2018,"138,500.00"
4/12/2018,"138,500.00"
4/11/2018,"138,500.00"
4/10/2018,"138,500.00"
4/09/2018,"139,500.00"
4/04/2018,"140,500.00"
4/03/2018,"142,500.00"
4/02/2018,"144,500.00"
03/30/2018,"144,500.00"
03/29/2018,"144,500.00"
03/28/2018,"144,500.00"
03/27/2018,"144,500.00"
03/26/2018,"144,500.00"
03/23/2018,"144,500.00"
03/22/2018,"144,500.00"
03/21/2018,"144,500.00"
03/20/2018,"144,500.00"
03/19/2018,"144,500.00"
03/16/2018,"144,500.00"
03/15/2018,"144,500.00"
03/14/2018,"144,500.00"
03/13/2018,"144,500.00"
3/12/2018,"144,500.00"
3/09/2018,"144,500.00"
3/08/2018,"144,500.00"
3/07/2018,"144,500.00"
3/06/2018,"144,500.00"
3/05/2018,"144,500.00"
3/02/2018,"144,500.00"
3/01/2018,"144,500.00"
02/28/2018,"144,500.00"
02/27/2018,"144,500.00"
02/26/2018,"144,500.00"
02/23/2018,"144,500.00"
02/22/2018,"144,500.00"
2/09/2018,"144,500.00"
2/08/2018,"144,500.00"
2/07/2018,"144,500.00"
2/06/2018,"144,500.00"
2/05/2018,"144,500.00"
2/02/2018,"144,500.00"
2/01/2018,"144,500.00"
01/31/2018,"144,500.00"
01/30/2018,"144,500.00"
01/29/2018,"144,500.00"
01/26/2018,"144,500.00"
01/25/2018,"144,500.00"
01/24/2018,"144,500.00"
01/23/2018,"146,500.00"
01/22/2018,"146,500.00"
01/19/2018,"146,500.00"
01/18/2018,"146,500.00"
01/17/2018,"146,500.00"
01/16/2018,"146,500.00"
01/15/2018,"146,500.00"
1/12/2018,"148,500.00"
1/11/2018,"148,500.00"
1/10/2018,"148,500.00"
1/09/2018,"148,500.00"
1/08/2018,"150,000.00"
1/05/2018,"150,000.00"
1/04/2018,"150,000.00"
1/03/2018,"150,000.00"
1/02/2018,"150,000.00"
12/29/2017,"150,000.00"
12/28/2017,"150,000.00"
12/27/2017,"150,000.00"
12/26/2017,"150,000.00"
12/25/2017,"150,000.00"
12/22/2017,"150,000.00"
12/21/2017,"150,000.00"
12/20/2017,"152,000.00"
12/19/2017,"152,000.00"
12/18/2017,"152,000.00"
12/15/2017,"152,000.00"
12/14/2017,"155,000.00"
12/13/2017,"155,000.00"
12/12/2017,"155,000.00"
12/11/2017,"155,000.00"
12/08/2017,"155,000.00"
12/07/2017,"155,000.00"
12/06/2017,"155,000.00"
12/05/2017,"155,000.00"
12/04/2017,"155,000.00"
12/01/2017,"155,000.00"
11/30/2017,"155,000.00"
11/29/2017,"155,000.00"
11/28/2017,"155,000.00"
11/27/2017,"155,000.00"
11/24/2017,"155,000.00"
11/23/2017,"155,000.00"
11/22/2017,"155,000.00"
11/21/2017,"155,000.00"
11/20/2017,"155,000.00"
11/17/2017,"155,000.00"
11/16/2017,"155,000.00"
11/15/2017,"155,000.00"
11/14/2017,"155,000.00"
11/13/2017,"155,000.00"
11/10/2017,"155,000.00"
11/09/2017,"155,000.00"
11/08/2017,"155,000.00"
11/07/2017,"155,000.00"
11/06/2017,"155,000.00"
11/03/2017,"155,000.00"
11/02/2017,"155,000.00"
11/01/2017,"152,000.00"
10/31/2017,"152,000.00"
10/30/2017,"152,000.00"
10/27/2017,"152,000.00"
10/26/2017,"152,000.00"
10/25/2017,"152,000.00"
10/24/2017,"152,000.00"
10/23/2017,"152,000.00"
10/20/2017,"152,000.00"
10/19/2017,"152,000.00"
10/18/2017,"152,000.00"
10/17/2017,"152,000.00"
10/16/2017,"152,000.00"
10/13/2017,"152,000.00"
10/12/2017,"152,000.00"
10/11/2017,"149,000.00"
10/10/2017,"146,000.00"
10/09/2017,"146,000.00"
09/29/2017,"146,000.00"
09/28/2017,"146,000.00"
09/27/2017,"146,000.00"
09/26/2017,"146,000.00"
09/22/2017,"146,000.00"
09/21/2017,"146,000.00"
09/20/2017,"146,000.00"
09/19/2017,"146,000.00"
09/18/2017,"146,000.00"
09/15/2017,"146,000.00"
09/14/2017,"146,000.00"
09/13/2017,"146,000.00"
9/12/2017,"146,000.00"
9/11/2017,"146,000.00"
9/08/2017,"144,000.00"
9/07/2017,"144,000.00"
9/06/2017,"144,000.00"
9/05/2017,"136,000.00"
9/04/2017,"129,000.00"
9/01/2017,"129,000.00"
08/31/2017,"129,000.00"
08/30/2017,"129,000.00"
08/29/2017,"129,000.00"
08/28/2017,"129,000.00"
08/25/2017,"129,000.00"
08/24/2017,"129,000.00"
08/23/2017,"129,000.00"
08/22/2017,"129,000.00"
08/21/2017,"128,000.00"
08/18/2017,"128,000.00"
08/17/2017,"128,000.00"
08/16/2017,"128,000.00"
08/15/2017,"128,000.00"
08/14/2017,"126,000.00"
8/11/2017,"126,000.00"
8/10/2017,"126,000.00"
8/08/2017,"126,000.00"
8/07/2017,"126,000.00"
8/04/2017,"126,000.00"
8/03/2017,"126,000.00"
8/02/2017,"126,000.00"
8/01/2017,"126,000.00"
07/31/2017,"126,000.00"
07/28/2017,"126,000.00"
07/27/2017,"126,000.00"
07/26/2017,"126,000.00"
07/25/2017,"126,000.00"
07/24/2017,"126,000.00"
07/21/2017,"126,000.00"
07/20/2017,"126,000.00"
07/19/2017,"126,000.00"
07/18/2017,"126,000.00"
07/17/2017,"126,000.00"
07/14/2017,"126,000.00"
07/13/2017,"126,000.00"
7/12/2017,"126,000.00"
7/11/2017,"126,000.00"
7/10/2017,"126,000.00"
7/07/2017,"126,000.00"
7/06/2017,"126,000.00"
7/05/2017,"126,000.00"
7/04/2017,"126,000.00"
7/03/2017,"126,000.00"
06/30/2017,"126,000.00"
06/29/2017,"126,000.00"
06/28/2017,"124,000.00"
06/27/2017,"124,000.00"
06/26/2017,"124,000.00"
06/23/2017,"124,000.00"
06/22/2017,"124,000.00"
06/21/2017,"124,000.00"
06/20/2017,"124,000.00"
06/19/2017,"124,000.00"
06/16/2017,"124,000.00"
06/15/2017,"124,000.00"
06/14/2017,"124,000.00"
06/13/2017,"124,000.00"
6/12/2017,"124,000.00"
6/09/2017,"124,000.00"
6/08/2017,"124,000.00"
6/07/2017,"124,000.00"
6/06/2017,"124,000.00"
6/05/2017,"124,000.00"
6/02/2017,"124,000.00"
6/01/2017,"124,000.00"
05/31/2017,"124,000.00"
05/30/2017,"124,000.00"
05/26/2017,"124,000.00"
05/25/2017,"124,000.00"
05/24/2017,"124,000.00"
05/23/2017,"124,000.00"
05/22/2017,"124,000.00"
05/19/2017,"124,000.00"
05/18/2017,"123,000.00"
05/17/2017,"123,000.00"
05/16/2017,"123,000.00"
05/15/2017,"123,000.00"
5/12/2017,"123,000.00"
5/11/2017,"123,000.00"
5/10/2017,"123,000.00"
