Date,Open_ALB.US,High_ALB.US,Low_ALB.US,Close_ALB.US,Adjusted_close_ALB.US,Volume_ALB.US,Open_SQM.US,High_SQM.US,Low_SQM.US,Close_SQM.US,Adjusted_close_SQM.US,Volume_SQM.US,Open_002466.SHE,High_002466.SHE,Low_002466.SHE,Close_002466.SHE,Adjusted_close_002466.SHE,Volume_002466.SHE,Open_LAC.US,High_LAC.US,Low_LAC.US,Close_LAC.US,Adjusted_close_LAC.US,Volume_LAC.US,Open_ORE.AU,High_ORE.AU,Low_ORE.AU,Close_ORE.AU,Adjusted_close_ORE.AU,Volume_ORE.AU,Open_GALXF.US,High_GALXF.US,Low_GALXF.US,Close_GALXF.US,Adjusted_close_GALXF.US,Volume_GALXF.US
2005-02-16,35.6,36.08,35.4,35.9,13.7985,328600.0,72.0542,72.1358,71.1365,72.1358,3.5892,140011.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-17,35.89,35.89,35.01,35.12,13.4987,654800.0,72.6353,72.7577,71.3711,72.3601,3.6004,102742.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-18,35.22,35.54,34.95,35.04,13.4679,437800.0,72.8902,74.1749,72.7373,72.9005,3.6273,104756.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-22,34.95,35.1,34.21,34.24,13.1604,444200.0,73.92,75.4494,73.92,74.5216,3.7079,240738.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-23,34.49,34.93,34.36,34.84,13.3911,537400.0,74.6337,74.6337,73.92,73.92,3.678,62451.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-24,36.5,37.38,35.87,37.18,14.2905,1353800.0,74.2259,74.7867,74.0219,74.4298,3.7034,85618.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-25,37.43,38.34,37.28,38.32,14.7286,826800.0,74.6847,75.7144,74.6847,75.2965,3.7465,323334.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-28,38.3,38.38,37.66,38.0,14.6056,700000.0,75.9592,77.1317,75.5208,76.0612,3.7846,263905.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-01,38.05,38.71,38.05,38.39,14.7555,373600.0,75.0416,75.5514,73.92,74.3381,3.6988,177280.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-02,38.05,38.69,37.85,38.17,14.671,376200.0,74.0832,74.4298,73.7875,73.8283,3.6734,176272.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-03,38.3,38.64,38.04,38.22,14.6902,264800.0,74.4298,75.2455,74.4298,75.0925,3.7364,723221.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-04,38.3,39.09,38.2,38.91,14.9554,255400.0,75.3474,76.418,75.3474,75.7757,3.7703,451258.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-07,38.95,39.03,38.4,38.56,14.8209,169400.0,75.4494,75.9592,75.2352,75.6533,3.7643,360603.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-08,38.5,38.76,38.0,38.65,14.8555,423400.0,75.9082,76.0101,74.9396,74.9396,3.7287,170229.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-09,38.5,38.98,37.81,37.84,14.5441,633000.0,75.1945,75.1945,74.3279,74.7867,3.7211,199440.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-10,37.84,38.13,37.4,37.72,14.498,329800.0,75.0416,75.1945,73.1043,73.6141,3.6628,246781.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-11,37.6,37.75,37.07,37.15,14.3359,938600.0,73.3083,73.8181,72.4925,73.4918,3.6567,241745.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-14,37.16,38.06,37.15,37.67,14.5366,633400.0,73.1554,73.1554,71.3711,71.7584,3.5705,353552.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-15,37.85,38.1,37.05,37.3,14.3938,369800.0,71.7483,71.7584,71.1162,71.5749,3.5613,96698.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-16,37.2,37.21,36.55,36.77,14.1893,357400.0,71.1671,72.2988,70.3821,71.4017,3.5527,587239.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-17,36.77,37.7,36.66,37.53,14.4826,445200.0,71.2691,72.7271,71.2691,72.3907,3.6019,185338.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-18,37.75,37.94,37.43,37.9,14.6254,760800.0,72.4008,73.92,72.4008,73.4714,3.6557,137996.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-21,37.99,37.99,37.14,37.28,14.3861,276400.0,73.7263,75.4494,73.7263,75.1945,3.7414,540905.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-22,37.29,37.32,36.25,36.26,13.9925,744600.0,75.4494,76.9788,75.4494,76.1019,3.7866,518745.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-23,36.1,36.76,35.95,36.32,14.0156,363200.0,75.4494,75.9592,74.8376,74.8376,3.7237,531839.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-24,36.56,37.02,36.5,36.58,14.116,235600.0,74.9396,77.4988,74.9396,77.4886,3.8556,352545.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-28,36.63,36.77,36.1,36.27,13.9963,198800.0,77.4886,79.8234,77.1215,78.4062,3.9012,433127.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-29,36.32,36.6,35.26,35.36,13.6452,451400.0,79.3238,80.0375,77.4886,77.4886,3.8556,680915.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-30,35.31,36.41,35.31,36.41,14.0504,369600.0,78.6101,80.6493,78.2533,79.5277,3.957,481476.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,36.38,36.44,36.1,36.36,14.0311,478600.0,81.0571,85.0233,80.9551,82.1276,4.0864,464352.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-01,36.75,36.95,35.87,35.98,13.8844,418800.0,83.6061,83.708,82.0869,82.9943,4.1295,228651.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-04,35.9,36.29,35.35,36.16,13.9539,298200.0,82.5865,82.8924,81.2611,81.8932,4.0747,403916.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05,36.29,36.46,36.114,36.42,14.0542,228400.0,83.0963,84.0139,82.7496,83.6061,4.16,357581.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-06,36.52,36.79,36.19,36.2,13.9693,267800.0,83.6061,86.5221,83.6061,85.6963,4.264,257861.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-07,36.2,36.4,35.83,36.28,14.0002,184400.0,84.7276,87.1746,84.7276,85.6555,4.2619,345494.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-08,36.25,36.25,35.5,35.57,13.7262,361200.0,86.257,86.4609,85.1354,85.6657,4.2624,174258.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-11,35.57,35.63,35.03,35.35,13.6413,274600.0,86.257,86.359,85.0233,85.8492,4.2716,551985.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-12,35.48,35.85,34.85,35.51,13.7031,605000.0,86.1041,86.6648,85.6452,86.1653,4.2873,376720.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-13,35.36,35.38,34.32,34.48,13.3056,600800.0,85.8492,90.3353,85.8492,88.7958,4.4182,552992.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-14,34.53,34.85,34.21,34.32,13.2439,723600.0,89.5095,89.5095,85.6452,86.2162,4.2898,349523.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-15,33.7,33.71,32.2,32.46,12.5261,902400.0,85.2374,85.6452,82.9943,83.0045,4.13,1064686.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-18,32.5,32.95,32.04,32.81,12.6612,552800.0,83.0045,85.1354,83.0045,84.6053,4.2097,384778.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-19,32.95,33.45,32.95,33.31,12.8541,312800.0,85.1354,86.2061,85.064,85.3394,4.2462,182316.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-20,33.25,33.43,32.39,32.47,12.53,462400.0,84.7276,86.0938,84.0547,85.6452,4.2614,572130.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21,32.95,33.45,32.53,33.44,12.9043,485000.0,85.9001,86.4099,84.8805,85.7676,4.2675,360603.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-22,33.3,33.3,32.41,32.66,12.6033,555000.0,85.6452,86.4099,85.6452,85.9001,4.2741,610406.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-25,32.89,33.97,32.8,33.75,13.0239,926400.0,86.4099,87.6844,85.7981,87.3786,4.3477,210520.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-26,35.6,36.43,35.05,35.74,13.7918,1427000.0,88.704,89.4687,87.0828,87.5417,4.3558,534861.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-27,35.65,36.0,34.51,35.7,13.7764,815000.0,87.0727,88.5001,86.5425,86.6853,4.3132,446221.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-28,35.72,36.16,35.4,35.59,13.7339,621200.0,86.6853,87.2766,85.4414,85.4515,4.2518,356574.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-29,35.85,36.65,35.81,36.61,14.1275,724600.0,85.7064,86.4609,85.5432,85.8492,4.2716,52378.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-02,36.55,36.94,36.13,36.9,14.2395,625400.0,86.6648,88.5613,86.6648,87.6844,4.3629,434134.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-03,36.8,37.54,36.8,37.02,14.2858,629400.0,88.0413,89.7235,88.0413,89.7235,4.4643,301174.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-04,37.35,37.98,37.3,37.9,14.6254,359000.0,88.6021,89.8867,88.1942,88.704,4.502,854166.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-05,37.85,38.17,37.1,37.3,14.3938,655400.0,88.4491,89.4687,88.4491,88.704,4.502,209512.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-06,37.55,37.85,37.23,37.48,14.4633,344200.0,89.3157,89.6828,88.755,88.857,4.5098,466367.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-09,37.35,37.67,36.92,37.62,14.5173,403600.0,89.9784,90.1824,89.4177,89.7032,4.5528,662784.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-10,37.4,37.4,36.52,36.7,14.1623,413000.0,90.0295,90.0295,89.4687,89.4789,4.5414,145047.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-11,36.7,37.34,36.08,37.32,14.4015,631200.0,89.7235,90.835,87.6946,88.9181,4.5129,247789.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-12,37.3,37.99,36.7,36.9,14.2395,925800.0,89.1322,89.693,86.6648,87.4805,4.4399,433127.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-13,37.05,37.05,35.77,36.25,13.9886,668600.0,87.6844,88.184,86.359,86.7668,4.4037,393843.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-16,36.25,37.2,36.08,37.2,14.3552,540400.0,86.0021,86.0021,83.7101,84.8091,4.3044,1072744.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-17,37.12,37.56,36.98,37.5,14.471,727000.0,84.901,85.5637,84.5237,84.5237,4.2899,690988.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-18,37.8,38.9,37.8,38.69,14.9302,428000.0,84.8805,85.6452,84.2178,84.3707,4.2821,1040511.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-19,38.66,38.79,37.83,38.0,14.6639,412800.0,84.1159,84.1159,81.0265,82.1787,4.1709,1280242.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-20,38.0,38.01,37.6,37.93,14.6369,274600.0,82.1787,82.5865,81.4242,82.2806,4.176,317290.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-23,38.02,38.64,37.97,38.49,14.853,335400.0,82.2908,82.2908,81.0877,81.7709,4.1502,304196.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-24,38.35,38.61,37.93,38.47,14.8453,466600.0,81.7606,81.9646,79.0791,80.527,4.087,693003.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-25,38.47,38.53,37.26,38.13,14.7141,561400.0,79.7317,81.8218,79.5277,80.5473,4.0881,627530.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-26,38.45,38.64,38.18,38.52,14.8646,355200.0,81.516,83.6061,81.4548,83.1065,4.218,491548.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-27,38.45,38.61,38.12,38.55,14.8762,281400.0,83.3512,85.5229,83.29,85.1354,4.3209,257861.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-31,38.55,38.66,38.0,38.04,14.6794,289400.0,87.8374,88.2248,87.0931,87.0931,4.4203,871290.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01,38.22,38.94,38.15,38.61,14.8993,442000.0,87.1033,88.0413,86.5833,87.7864,4.4555,180302.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-02,38.45,38.45,37.48,37.77,14.5752,548200.0,87.7966,92.8333,87.7966,92.6905,4.7044,795744.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-03,37.75,38.03,36.82,37.21,14.3591,589000.0,95.7086,95.7086,92.7824,93.802,4.7608,486512.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-06,37.21,37.3,36.83,37.09,14.3128,530400.0,95.2294,96.2184,93.1697,93.3941,4.7401,592276.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-07,37.1,37.62,36.9,37.02,14.2858,615400.0,93.598,94.791,90.7942,90.9981,4.6185,514716.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08,37.05,37.05,36.22,36.39,14.0427,409000.0,90.7738,92.7619,89.7235,92.7416,4.707,407945.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-09,36.39,36.4,35.81,36.17,13.9578,354000.0,92.4867,92.9862,91.253,91.5181,4.6449,241745.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-10,36.25,36.35,35.7,35.86,13.8381,699200.0,91.5589,93.2922,91.5589,92.8843,4.7142,263905.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-13,35.72,36.03,35.58,35.87,13.9001,628200.0,93.802,94.5156,93.0373,94.5156,4.797,316283.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-14,35.87,36.21,35.85,36.0,13.9505,415000.0,94.5564,95.2294,94.0058,94.8216,4.8125,1032453.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-15,36.1,36.1,35.61,36.0,13.9505,561400.0,94.8216,96.147,94.7604,95.9838,4.8715,754446.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-16,36.01,36.29,35.81,36.05,13.9699,498600.0,96.5141,99.3077,96.249,99.2568,5.0376,704083.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-17,36.25,36.39,36.05,36.1,13.9893,889400.0,99.8685,102.3664,99.8685,101.7037,5.1618,506657.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-20,35.7,36.07,35.52,35.82,13.8808,475800.0,101.9383,101.9586,100.2049,100.2253,5.0868,204476.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-21,35.77,35.85,35.29,35.51,13.7606,688000.0,99.9195,102.0504,99.9195,101.9586,5.1748,333407.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-22,35.65,35.75,35.4,35.6,13.7955,437000.0,101.9586,104.4872,100.9391,103.7123,5.2638,237716.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-23,35.61,35.7,34.6,34.7,13.4467,525600.0,104.4566,106.0369,101.9586,102.0708,5.1805,609399.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-24,34.67,35.05,34.44,35.0,13.563,2402000.0,101.9586,103.9978,101.9586,103.7429,5.2653,125909.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-27,34.75,35.55,34.75,35.28,13.6715,748600.0,105.0174,105.5272,102.499,103.0088,5.2281,109793.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-28,36.5,36.75,36.19,36.44,14.121,1130000.0,103.4676,103.488,101.7037,102.4481,5.1996,302181.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-29,36.53,36.7,36.46,36.6,14.183,504200.0,101.4488,104.2629,101.4488,102.6724,5.211,300167.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,36.7,36.83,36.47,36.47,14.1326,396600.0,102.6724,103.7429,101.3469,101.9586,5.1748,405930.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-01,36.45,36.7,36.35,36.67,14.2101,354000.0,102.4684,104.0895,101.7343,104.0895,5.2829,89647.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-05,36.5,36.56,35.76,35.8,13.873,614600.0,105.0174,105.0174,103.2331,103.8652,5.2715,160156.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-06,35.8,35.92,35.25,35.25,13.6599,467400.0,103.9468,103.9468,102.6825,103.4371,5.2498,151091.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-07,35.0,35.75,34.85,35.68,13.8265,240200.0,102.9782,104.2527,101.4386,104.2527,5.2912,208505.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-08,35.67,36.74,35.66,36.7,14.2218,221600.0,104.7625,105.9962,104.3547,104.5892,5.3083,354559.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-11,36.65,37.85,36.65,37.2,14.4155,362800.0,105.2213,108.0761,105.1193,107.5562,5.4589,732286.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-12,37.17,37.63,36.8,37.31,14.4582,310400.0,107.8111,110.829,107.3114,110.1969,5.5929,455287.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-13,37.25,37.48,36.95,37.3,14.4543,252800.0,110.931,114.2957,109.8604,112.8275,5.7264,458308.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-14,37.29,37.6,36.67,36.73,14.2334,401200.0,113.2251,114.0203,110.8801,111.5428,5.6612,317290.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-15,36.73,36.99,36.55,36.82,14.2683,153000.0,111.5428,111.5428,110.5027,110.727,5.6198,231672.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-18,36.75,37.46,36.75,37.16,14.4,756200.0,110.1663,111.5428,110.1154,110.9208,5.6296,182316.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-19,37.45,38.53,37.4,38.35,14.8612,703600.0,112.6643,114.1937,112.5419,113.6533,5.7683,346501.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-20,38.1,38.11,36.35,37.0,14.338,1297400.0,113.6329,114.7035,113.1231,113.6329,5.7673,419025.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-21,37.0,37.18,36.42,37.01,14.3419,777400.0,113.6329,114.8055,112.4604,112.7867,5.7243,322327.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-22,37.18,37.39,36.71,37.26,14.4388,367000.0,114.0714,118.7818,113.5616,118.0783,5.9929,234694.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-25,37.39,37.87,37.3,37.6,14.5705,504800.0,119.9135,126.1738,119.9135,124.3794,6.3127,1243980.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-26,37.6,37.96,37.15,37.8,14.648,672200.0,124.3895,124.3895,120.8312,122.9315,6.2392,454279.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-27,38.0,38.28,37.88,38.12,14.772,430400.0,124.3386,124.3794,121.8406,123.2476,6.2553,281029.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-28,38.11,38.42,38.11,38.36,14.865,213400.0,124.3386,127.0915,123.6248,125.664,6.3779,693003.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-29,38.29,38.39,37.8,38.1,14.7643,621000.0,126.6836,127.642,123.3802,124.3895,6.3132,305203.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-01,38.11,38.15,37.6,37.64,14.586,347400.0,125.664,127.958,125.664,127.9479,6.4938,568101.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-02,37.78,38.12,37.77,37.97,14.7139,319800.0,128.162,131.5267,128.162,130.8945,6.6434,757468.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-03,37.9,38.0,37.53,37.96,14.71,314000.0,130.8945,132.5463,127.6522,130.4051,6.6185,439170.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-04,37.85,37.85,37.3,37.52,14.5395,181200.0,131.0169,131.0169,125.664,127.7031,6.4814,483490.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-05,37.47,37.5,37.1,37.28,14.4465,303600.0,125.715,127.6522,117.2524,121.3308,6.158,1425289.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-08,37.29,37.6,37.25,37.37,14.4814,350000.0,123.1355,124.8892,121.5347,122.7582,6.2304,637603.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-09,37.36,37.47,37.15,37.4,14.493,552200.0,122.7582,128.0091,122.7378,127.1221,6.4519,595297.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-10,37.75,37.75,37.02,37.25,14.4349,213400.0,129.151,130.2012,125.6946,127.4381,6.4679,629545.0,,,,,,,,,,,,,,,,,,,,,,,,
