Date,Open,High,Low,Close,Change %,Volume
2017-07-04,0.0,0.0,0.0,0.0,,
2017-07-05,0.0,0.0,0.0,0.0,,
2017-07-06,0.0,0.0,0.0,0.0,,
2017-07-07,0.0,0.0,0.0,0.0,,
2017-07-10,0.0,0.0,0.0,0.0,,
2017-07-11,0.0,0.0,0.0,0.0,,
2017-07-12,0.0,0.0,0.0,0.0,,
2017-07-13,0.0,0.0,0.0,0.0,,
2017-07-14,0.0,0.0,0.0,0.0,,
2017-07-17,0.0,0.0,0.0,0.0,,
2017-07-18,0.0,0.0,0.0,0.0,,
2017-07-19,0.0,0.0,0.0,0.0,,
2017-07-20,0.0,0.0,0.0,0.0,,
2017-07-21,0.0,0.0,0.0,0.0,,
2017-07-24,0.0,0.0,0.0,0.0,,
2017-07-25,0.0,0.0,0.0,0.0,,
2017-07-26,0.0,0.0,0.0,0.0,,
2017-07-27,0.0,0.0,0.0,0.0,,
2017-07-28,0.0,0.0,0.0,0.0,,
2017-07-31,0.020618556701030855,0.020000000000000018,0.02127659574468077,0.020618556701030855,inf,
2017-08-01,0.0,0.0,0.0,0.0,-1.0,
2017-08-02,0.0,0.0,0.0,0.0,,
2017-08-03,0.0,0.0,0.0,0.0,,
2017-08-04,0.0,0.0,0.0,0.0,,
2017-08-07,0.0,0.0,0.0,0.0,,
2017-08-08,0.0,0.0,0.0,0.0,,
2017-08-10,0.02020202020202011,0.019607843137254832,0.02083333333333326,0.02020202020202011,inf,
2017-08-11,0.0,0.0,0.0,0.0,-1.0,
2017-08-14,0.0,0.0,0.0,0.0,,
2017-08-15,0.0,0.0,0.0,0.0,,
2017-08-16,0.0,0.0,0.0,0.0,,
2017-08-17,0.0,0.0,0.0,0.0,,
2017-08-18,0.0,0.0,0.0,0.0,,
2017-08-21,0.0,0.0,0.0,0.0,,
2017-08-22,0.02970297029702973,0.02564102564102555,0.03401360544217691,0.02970297029702973,inf,
2017-08-23,0.0,0.0,0.0,0.0,-1.0,
2017-08-24,0.0,0.0,0.0,0.0,,
2017-08-25,0.0,0.0,0.0,0.0,,
2017-08-28,0.0,0.0,0.0,0.0,,
2017-08-29,0.0,0.0,0.0,0.0,,
2017-08-30,0.0,0.0,0.0,0.0,,
2017-08-31,0.0,0.0,0.0,0.0,,
2017-09-01,0.0,0.0,0.0,0.0,,
2017-09-04,0.0,0.0,0.0,0.0,,
2017-09-05,0.0,0.0,0.0,0.0,,
2017-09-06,0.0,0.0,0.0,0.0,,
2017-09-07,0.0,0.0,0.0,0.0,,
2017-09-08,0.0,0.0,0.0,0.0,,
2017-09-11,0.012820512820512775,0.012499999999999956,0.013157894736842035,0.012820512820512775,inf,
2017-09-12,0.0,0.0,0.0,0.0,-1.0,
2017-09-13,0.0,0.0,0.0,0.0,,
2017-09-14,0.0,0.0,0.0,0.0,,
2017-09-15,0.0,0.0,0.0,0.0,,
2017-09-18,0.0,0.0,0.0,0.0,,
2017-09-19,0.03164556962025311,0.030864197530864113,0.032467532467532534,0.03164556962025311,inf,
2017-09-20,0.0,0.0,0.0,0.0,-1.0,
2017-09-21,0.0,0.0,0.0,0.0,,
2017-09-22,0.0,0.0,0.0,0.0,,
2017-09-26,0.0,0.0,0.0,0.0,,
2017-09-27,0.0,0.0,0.0,0.0,,
2017-09-28,0.0,0.0,0.0,0.0,,
2017-09-29,0.0,0.0,0.0,0.0,,
2017-10-09,0.0,0.0,0.0,0.0,,
2017-10-10,0.0,0.0,0.0,0.0,,
2017-10-11,0.030674846625766916,0.029940119760478945,0.03144654088050314,0.030674846625766916,inf,
2017-10-12,0.017857142857142794,0.01744186046511631,0.018292682926829285,0.017857142857142794,-0.41693811074918563,
2017-10-13,0.0,0.0,0.0,0.0,-1.0,
2017-10-16,0.0,0.0,0.0,0.0,,
2017-10-17,0.0,0.0,0.0,0.0,,
2017-10-18,0.0,0.0,0.0,0.0,,
2017-10-19,0.0,0.0,0.0,0.0,,
2017-10-20,0.0,0.0,0.0,0.0,,
2017-10-23,0.0,0.0,0.0,0.0,,
2017-10-24,0.0,0.0,0.0,0.0,,
2017-10-25,0.0,0.0,0.0,0.0,,
2017-10-26,0.0,0.0,0.0,0.0,,
2017-10-27,0.0,0.0,0.0,0.0,,
2017-10-30,0.0,0.0,0.0,0.0,,
2017-10-31,0.0,0.0,0.0,0.0,,
2017-11-01,0.0,0.0,0.0,0.0,,
2017-11-02,0.0,0.0,0.0,0.0,,
2017-11-03,0.0,0.0,0.0,0.0,,
2017-11-06,0.0,0.0,0.0,0.0,,
2017-11-07,0.0,0.0,0.0,0.0,,
2017-11-08,0.0,0.0,0.0,0.0,,
2017-11-09,0.0,0.0,0.0,0.0,,
2017-11-10,0.0,0.0,0.0,0.0,,
2017-11-13,0.0,0.0,0.0,0.0,,
2017-11-14,0.0,0.0,0.0,0.0,,
2017-11-15,0.0,0.0,0.0,0.0,,
2017-11-16,0.0,0.0,0.0,0.0,,
2017-11-17,0.0,0.0,0.0,0.0,,
2017-11-20,0.0,0.0,0.0,0.0,,
2017-11-21,0.0,0.0,0.0,0.0,,
2017-11-22,0.0,0.0,0.0,0.0,,
2017-11-23,0.0,0.0,0.0,0.0,,
2017-11-24,0.0,0.0,0.0,0.0,,
2017-11-27,0.0,0.0,0.0,0.0,,
2017-11-28,0.0,0.0,0.0,0.0,,
2017-11-29,0.0,0.0,0.0,0.0,,
2017-11-30,0.0,0.0,0.0,0.0,,
2017-12-01,0.0,0.0,0.0,0.0,,
2017-12-04,0.0,0.0,0.0,0.0,,
2017-12-05,0.0,0.0,0.0,0.0,,
2017-12-06,0.0,0.0,0.0,0.0,,
2017-12-07,0.0,0.0,0.0,0.0,,
2017-12-08,0.0,0.0,0.0,0.0,,
2017-12-11,0.0,0.0,0.0,0.0,,
2017-12-12,0.0,0.0,0.0,0.0,,
2017-12-13,0.0,0.0,0.0,0.0,,
2017-12-14,-0.011695906432748537,-0.011428571428571455,-0.0119760479041916,-0.011695906432748537,-inf,
2017-12-15,0.0,0.0,0.0,0.0,-1.0,
2017-12-18,0.0,0.0,0.0,0.0,,
2017-12-19,0.0,0.0,0.0,0.0,,
2017-12-20,0.0,0.0,0.0,0.0,,
2017-12-21,-0.017751479289940808,-0.017341040462427793,-0.018181818181818188,-0.017751479289940808,-inf,
2017-12-22,0.0,0.0,0.0,0.0,-1.0,
2017-12-25,0.0,0.0,0.0,0.0,,
2017-12-26,0.0,0.0,0.0,0.0,,
2017-12-27,0.0,0.0,0.0,0.0,,
2017-12-28,0.0,0.0,0.0,0.0,,
2017-12-29,0.0,0.0,0.0,0.0,,
2018-01-02,0.0,0.0,0.0,0.0,,
2018-01-03,0.0,0.0,0.0,0.0,,
2018-01-04,0.0,0.0,0.0,0.0,,
2018-01-05,-0.012048192771084376,-0.0117647058823529,-0.012345679012345734,-0.012048192771084376,-inf,
2018-01-08,0.0,0.0,0.0,0.0,-1.0,
2018-01-09,-0.015243902439024404,-0.017857142857142905,-0.012499999999999956,-0.015243902439024404,-inf,
2018-01-10,0.0,0.0,0.0,0.0,-1.0,
2018-01-11,0.0,0.0,0.0,0.0,,
2018-01-12,0.0,0.0,0.0,0.0,,
2018-01-15,-0.018575851393188847,-0.018181818181818188,-0.01898734177215189,-0.018575851393188847,-inf,
2018-01-16,0.0,0.0,0.0,0.0,-1.0,
2018-01-17,0.0,0.0,0.0,0.0,,
2018-01-18,0.0,0.0,0.0,0.0,,
2018-01-19,-0.012618296529968487,-0.012345679012345734,-0.012903225806451646,-0.012618296529968487,-inf,
2018-01-22,0.0,0.0,0.0,0.0,-1.0,
2018-01-23,0.0,0.0,0.0,0.0,,
2018-01-24,-0.012779552715655007,-0.012499999999999956,-0.013071895424836555,-0.012779552715655007,-inf,
2018-01-25,0.0,0.0,0.0,0.0,-1.0,
2018-01-26,0.0,0.0,0.0,0.0,,
2018-01-29,0.0,0.0,0.0,0.0,,
2018-01-30,0.0,0.0,0.0,0.0,,
2018-01-31,0.0,0.0,0.0,0.0,,
2018-02-01,0.0,0.0,0.0,0.0,,
2018-02-02,0.0,0.0,0.0,0.0,,
2018-02-05,0.0,0.0,0.0,0.0,,
2018-02-06,0.0,0.0,0.0,0.0,,
2018-02-07,0.0,0.0,0.0,0.0,,
2018-02-08,0.0,0.0,0.0,0.0,,
2018-02-09,0.0,0.0,0.0,0.0,,
2018-02-22,0.0,0.0,0.0,0.0,,
2018-02-23,0.0,0.0,0.0,0.0,,
2018-02-26,0.0,0.0,0.0,0.0,,
2018-02-27,0.0,0.0,0.0,0.0,,
2018-02-28,0.0,0.0,0.0,0.0,,
2018-03-01,0.0,0.0,0.0,0.0,,
2018-03-02,0.0,0.0,0.0,0.0,,
2018-03-05,0.0,0.0,0.0,0.0,,
2018-03-06,0.0,0.0,0.0,0.0,,
2018-03-07,0.0,0.0,0.0,0.0,,
2018-03-08,0.0,0.0,0.0,0.0,,
2018-03-09,0.0,0.0,0.0,0.0,,
2018-03-12,0.0,0.0,0.0,0.0,,
2018-03-13,0.0,0.0,0.0,0.0,,
2018-03-14,0.0,0.0,0.0,0.0,,
2018-03-15,0.0,0.0,0.0,0.0,,
2018-03-16,0.0,0.0,0.0,0.0,,
2018-03-19,0.0,0.0,0.0,0.0,,
2018-03-20,0.0,0.0,0.0,0.0,,
2018-03-21,0.0,0.0,0.0,0.0,,
2018-03-22,0.0,0.0,0.0,0.0,,
2018-03-23,0.0,0.0,0.0,0.0,,
2018-03-26,0.0,0.0,0.0,0.0,,
2018-03-27,0.0,0.0,0.0,0.0,,
2018-03-28,0.0,0.0,0.0,0.0,,
2018-03-29,0.0,0.0,0.0,0.0,,
2018-03-30,0.0,0.0,0.0,0.0,,
2018-04-02,0.0,0.0,0.0,0.0,,
2018-04-03,-0.006472491909385147,-0.006329113924050667,-0.0066225165562914245,-0.006472491909385147,-inf,
2018-04-04,0.0,0.0,0.0,0.0,-1.0,
2018-04-09,0.0,0.0,0.0,0.0,,
2018-04-10,0.0,0.0,0.0,0.0,,
2018-04-11,0.0,0.0,0.0,0.0,,
2018-04-12,-0.013029315960912058,-0.01273885350318471,-0.013333333333333308,-0.013029315960912058,-inf,
2018-04-13,-0.01320132013201325,-0.012903225806451646,-0.013513513513513487,-0.01320132013201325,0.01538461538461533,
2018-04-16,-0.02006688963210701,-0.019607843137254943,-0.020547945205479423,-0.02006688963210701,0.5227272727272725,
2018-04-17,0.0,0.0,0.0,0.0,-1.0,
2018-04-18,0.0,0.0,0.0,0.0,,
2018-04-19,0.0,0.0,0.0,0.0,,
2018-04-20,0.0,0.0,0.0,0.0,,
2018-04-23,0.0,0.0,0.0,0.0,,
2018-04-24,-0.0068259385665528916,-0.00666666666666671,-0.006993006993006978,-0.0068259385665528916,-inf,
2018-04-25,0.0,0.0,0.0,0.0,-1.0,
2018-04-26,-0.013745704467353903,-0.01342281879194629,-0.014084507042253502,-0.013745704467353903,-inf,
2018-04-27,0.0,0.0,0.0,0.0,-1.0,
2018-05-02,-0.010452961672473893,-0.013605442176870763,-0.0071428571428571175,-0.010452961672473893,-inf,
2018-05-03,-0.007042253521126751,-0.006896551724137945,-0.007194244604316502,-0.007042253521126751,-0.33333333333333337,
2018-05-04,0.0,0.0,0.0,0.0,-1.0,
2018-05-07,0.0,0.0,0.0,0.0,,
2018-05-08,0.0,0.0,0.0,0.0,,
2018-05-09,0.0,0.0,0.0,0.0,,
2018-05-10,0.0,0.0,0.0,0.0,,
2018-05-11,0.0,0.0,0.0,0.0,,
2018-05-14,0.0,0.0,0.0,0.0,,
2018-05-15,0.0,0.0,0.0,0.0,,
2018-05-16,0.0,0.0,0.0,0.0,,
2018-05-17,0.0,0.0,0.0,0.0,,
2018-05-18,0.0,0.0,0.0,0.0,,
2018-05-21,0.0,0.0,0.0,0.0,,
2018-05-22,0.0,0.0,0.0,0.0,,
2018-05-23,0.0,0.0,0.0,0.0,,
2018-05-24,0.0,0.0,0.0,0.0,,
2018-05-25,0.0,0.0,0.0,0.0,,
2018-05-28,-0.014184397163120588,-0.01388888888888884,-0.01449275362318836,-0.014184397163120588,-inf,
2018-05-29,-0.021582733812949617,-0.021126760563380254,-0.022058823529411797,-0.021582733812949617,0.5211267605633805,
2018-05-30,-0.022058823529411797,-0.021582733812949617,-0.022556390977443663,-0.022058823529411797,0.02314814814814814,
2018-05-31,0.0,0.0,0.0,0.0,-1.0,
2018-06-01,0.0,0.0,0.0,0.0,,
2018-06-04,0.0,0.0,0.0,0.0,,
2018-06-05,-0.022556390977443663,-0.022058823529411797,-0.023076923076923106,-0.022556390977443663,-inf,
2018-06-06,-0.023076923076923106,-0.022556390977443663,-0.023622047244094446,-0.023076923076923106,0.02212389380530988,
2018-06-07,0.0,0.0,0.0,0.0,-1.0,
2018-06-08,0.0,0.0,0.0,0.0,,
2018-06-11,0.0,0.0,0.0,0.0,,
2018-06-12,0.0,0.0,0.0,0.0,,
2018-06-13,0.0,0.0,0.0,0.0,,
2018-06-14,0.0,0.0,0.0,0.0,,
2018-06-15,-0.015748031496062964,-0.01538461538461533,-0.016129032258064502,-0.015748031496062964,-inf,
2018-06-19,0.0,0.0,0.0,0.0,-1.0,
2018-06-20,0.0,0.0,0.0,0.0,,
2018-06-21,0.0,0.0,0.0,0.0,,
2018-06-22,0.0,0.0,0.0,0.0,,
2018-06-25,0.0,0.0,0.0,0.0,,
2018-06-26,0.0,0.0,0.0,0.0,,
2018-06-27,-0.016000000000000014,-0.015625,-0.016393442622950838,-0.016000000000000014,-inf,
2018-06-28,0.0,0.0,0.0,0.0,-1.0,
2018-06-29,0.0,0.0,0.0,0.0,,
2018-07-02,0.0,0.0,0.0,0.0,,
2018-07-03,-0.016260162601625994,-0.015873015873015928,-0.01666666666666672,-0.016260162601625994,-inf,
2018-07-04,-0.016528925619834656,-0.016129032258064502,-0.016949152542372836,-0.016528925619834656,0.012269938650306678,
2018-07-05,0.0,0.0,0.0,0.0,-1.0,
2018-07-06,0.0,0.0,0.0,0.0,,
2018-07-09,0.0,0.0,0.0,0.0,,
2018-07-10,-0.01680672268907568,-0.016393442622950838,-0.017241379310344862,-0.01680672268907568,-inf,
2018-07-11,0.0,0.0,0.0,0.0,-1.0,
2018-07-12,0.0,0.0,0.0,0.0,,
2018-07-13,0.0,0.0,0.0,0.0,,
2018-07-16,0.0,0.0,0.0,0.0,,
2018-07-17,0.0,0.0,0.0,0.0,,
2018-07-18,0.0,0.0,0.0,0.0,,
2018-07-19,0.0,0.0,0.0,0.0,,
2018-07-20,0.0,0.0,0.0,0.0,,
2018-07-23,-0.02564102564102566,-0.025000000000000022,-0.02631578947368418,-0.02564102564102566,-inf,
2018-07-24,-0.02631578947368418,-0.02564102564102566,-0.027027027027026973,-0.02631578947368418,0.02734375,
2018-07-25,-0.027027027027026973,-0.02631578947368418,-0.02777777777777779,-0.027027027027026973,0.026615969581749166,
2018-07-26,-0.01851851851851849,-0.018018018018018056,-0.01904761904761909,-0.01851851851851849,-0.3148148148148149,
2018-07-27,0.0,0.0,0.0,0.0,-1.0,
2018-07-30,-0.028301886792452824,-0.02752293577981646,-0.029126213592232997,-0.028301886792452824,-inf,
2018-07-31,0.0,0.0,0.0,0.0,-1.0,
2018-08-01,-0.01941747572815533,-0.018867924528301883,-0.020000000000000018,-0.01941747572815533,-inf,
2018-08-02,-0.00990099009900991,-0.009615384615384581,-0.010204081632653073,-0.00990099009900991,-0.4896907216494846,
2018-08-03,-0.020000000000000018,-0.01941747572815533,-0.020618556701030966,-0.020000000000000018,1.0202020202020203,
2018-08-06,-0.010204081632653073,-0.00990099009900991,-0.010526315789473717,-0.010204081632653073,-0.49,
2018-08-07,0.0,0.0,0.0,0.0,-1.0,
2018-08-08,0.0,0.0,0.0,0.0,,
2018-08-09,0.0,0.0,0.0,0.0,,
2018-08-10,0.0,0.0,0.0,0.0,,
2018-08-13,-0.010309278350515427,-0.010000000000000009,-0.010638297872340385,-0.010309278350515427,-inf,
2018-08-14,-0.01041666666666663,-0.010101010101010055,-0.010752688172043001,-0.01041666666666663,0.009708737864077666,
2018-08-15,-0.010526315789473717,-0.010204081632653073,-0.010869565217391353,-0.010526315789473717,0.009615384615384581,
2018-08-16,0.0,0.0,0.0,0.0,-1.0,
2018-08-17,-0.010638297872340385,-0.010309278350515427,-0.01098901098901095,-0.010638297872340385,-inf,
2018-08-20,0.0,0.0,0.0,0.0,-1.0,
2018-08-21,0.0,0.0,0.0,0.0,,
2018-08-22,-0.021505376344086002,-0.02083333333333337,-0.022222222222222254,-0.021505376344086002,-inf,
2018-08-23,-0.02197802197802201,-0.021276595744680882,-0.022727272727272707,-0.02197802197802201,0.023255813953488413,
2018-08-24,-0.011235955056179803,-0.010869565217391353,-0.011627906976744207,-0.011235955056179803,-0.49090909090909085,
2018-08-27,-0.022727272727272707,-0.02197802197802201,-0.02352941176470591,-0.022727272727272707,1.026785714285714,
2018-08-28,-0.023255813953488413,-0.022471910112359605,-0.02409638554216864,-0.023255813953488413,0.026431718061673992,
2018-08-29,0.0,0.0,0.0,0.0,-1.0,
2018-08-30,0.0,0.0,0.0,0.0,,
2018-08-31,0.0,0.0,0.0,0.0,,
2018-09-03,0.0,0.0,0.0,0.0,,
2018-09-04,0.0,0.0,0.0,0.0,,
2018-09-05,0.0,0.0,0.0,0.0,,
2018-09-06,0.0,0.0,0.0,0.0,,
2018-09-07,0.0,0.0,0.0,0.0,,
2018-09-10,0.0,0.0,0.0,0.0,,
2018-09-11,0.0,0.0,0.0,0.0,,
2018-09-12,0.0,0.0,0.0,0.0,,
2018-09-13,0.0,0.0,0.0,0.0,,
2018-09-14,0.0,0.0,0.0,0.0,,
2018-09-17,-0.011904761904761862,-0.011494252873563204,-0.012345679012345734,-0.011904761904761862,-inf,
2018-09-18,-0.012048192771084376,-0.011627906976744207,-0.012499999999999956,-0.012048192771084376,0.008403361344537785,
2018-09-19,0.0,0.0,0.0,0.0,-1.0,
2018-09-20,-0.018292682926829285,-0.02352941176470591,-0.012658227848101222,-0.018292682926829285,-inf,
2018-09-21,0.0,0.0,0.0,0.0,-1.0,
2018-09-25,0.0,0.0,0.0,0.0,,
2018-09-26,0.0,0.0,0.0,0.0,,
2018-09-27,0.0,0.0,0.0,0.0,,
2018-09-28,0.0,0.0,0.0,0.0,,
2018-10-08,0.0,0.0,0.0,0.0,,
2018-10-09,-0.018633540372670843,-0.02409638554216864,-0.012820512820512775,-0.018633540372670843,-inf,
2018-10-10,-0.012658227848101222,-0.012345679012345734,-0.012987012987012991,-0.012658227848101222,-0.31720430107526887,
2018-10-11,0.0,0.0,0.0,0.0,-1.0,
2018-10-12,0.0,0.0,0.0,0.0,,
2018-10-15,0.0,0.0,0.0,0.0,,
2018-10-16,0.0,0.0,0.0,0.0,,
2018-10-17,0.0,0.0,0.0,0.0,,
2018-10-18,0.0,0.0,0.0,0.0,,
2018-10-19,0.0,0.0,0.0,0.0,,
2018-10-22,0.0,0.0,0.0,0.0,,
2018-10-23,0.0,0.0,0.0,0.0,,
2018-10-24,0.0,0.0,0.0,0.0,,
2018-10-25,0.0,0.0,0.0,0.0,,
2018-10-26,0.0,0.0,0.0,0.0,,
2018-10-29,0.0,0.0,0.0,0.0,,
2018-10-30,0.0,0.0,0.0,0.0,,
2018-10-31,0.0,0.0,0.0,0.0,,
2018-11-01,0.02564102564102555,0.02499999999999991,0.026315789473684292,0.02564102564102555,inf,
2018-11-02,0.0,0.0,0.0,0.0,-1.0,
2018-11-05,0.0,0.0,0.0,0.0,,
2018-11-06,0.0,0.0,0.0,0.0,,
2018-11-07,0.0,0.0,0.0,0.0,,
2018-11-08,0.0,0.0,0.0,0.0,,
2018-11-09,0.0,0.0,0.0,0.0,,
2018-11-12,0.0,0.0,0.0,0.0,,
2018-11-13,0.0,0.0,0.0,0.0,,
2018-11-14,0.0,0.0,0.0,0.0,,
2018-11-15,0.0,0.0,0.0,0.0,,
2018-11-16,0.0,0.0,0.0,0.0,,
2018-11-19,0.0,0.0,0.0,0.0,,
2018-11-20,0.0,0.0,0.0,0.0,,
2018-11-21,0.0,0.0,0.0,0.0,,
2018-11-22,0.0,0.0,0.0,0.0,,
2018-11-23,0.0,0.0,0.0,0.0,,
2018-11-26,0.0,0.0,0.0,0.0,,
2018-11-27,0.0,0.0,0.0,0.0,,
2018-11-28,0.0,0.0,0.0,0.0,,
2018-11-29,0.0,0.0,0.0,0.0,,
2018-11-30,0.0,0.0,0.0,0.0,,
2018-12-03,0.0,0.0,0.0,0.0,,
2018-12-04,0.0,0.0,0.0,0.0,,
2018-12-05,0.0,0.0,0.0,0.0,,
2018-12-06,0.0,0.0,0.0,0.0,,
2018-12-07,0.0,0.0,0.0,0.0,,
2018-12-10,0.0,0.0,0.0,0.0,,
2018-12-11,0.0,0.0,0.0,0.0,,
2018-12-12,0.0,0.0,0.0,0.0,,
2018-12-13,0.0,0.0,0.0,0.0,,
2018-12-14,0.0,0.0,0.0,0.0,,
2018-12-17,0.0,0.0,0.0,0.0,,
2018-12-18,0.0,0.0,0.0,0.0,,
2018-12-19,-0.006249999999999978,-0.012195121951219523,0.0,-0.006249999999999978,-inf,
2018-12-20,0.0,0.0,0.0,0.0,-1.0,
2018-12-21,0.0,0.0,0.0,0.0,,
2018-12-24,0.0,0.0,0.0,0.0,,
2018-12-25,0.0,0.0,0.0,0.0,,
2018-12-26,0.0,0.0,0.0,0.0,,
2018-12-27,0.0,0.0,0.0,0.0,,
2018-12-28,0.0,0.0,0.0,0.0,,
2019-01-02,0.0,0.0,0.0,0.0,,
2019-01-03,0.0,0.0,0.0,0.0,,
2019-01-07,0.0,0.0,0.0,0.0,,
2019-01-08,-0.0062893081761006275,-0.006172839506172867,-0.0064102564102563875,-0.0062893081761006275,-inf,
2019-01-09,0.0,0.0,0.0,0.0,-1.0,
2019-01-10,0.0,0.0,0.0,0.0,,
2019-01-11,-0.006329113924050667,-0.006211180124223614,-0.006451612903225823,-0.006329113924050667,-inf,
2019-01-14,0.0,0.0,0.0,0.0,-1.0,
2019-01-15,-0.01273885350318471,-0.012499999999999956,-0.012987012987012991,-0.01273885350318471,-inf,
2019-01-16,0.0,0.0,0.0,0.0,-1.0,
2019-01-17,0.0,0.0,0.0,0.0,,
2019-01-18,0.0,0.0,0.0,0.0,,
2019-01-21,0.0,0.0,0.0,0.0,,
2019-01-22,0.0,0.0,0.0,0.0,,
2019-01-23,0.0,0.0,0.0,0.0,,
2019-01-24,0.0,0.0,0.0,0.0,,
2019-01-25,0.0,0.0,0.0,0.0,,
2019-01-28,0.0,0.0,0.0,0.0,,
2019-01-29,0.0,0.0,0.0,0.0,,
2019-01-30,0.0,0.0,0.0,0.0,,
2019-01-31,0.0,0.0,0.0,0.0,,
2019-02-01,0.0,0.0,0.0,0.0,,
2019-02-11,0.0,0.0,0.0,0.0,,
2019-02-12,0.0,0.0,0.0,0.0,,
2019-02-13,0.0,0.0,0.0,0.0,,
2019-02-14,0.0,0.0,0.0,0.0,,
2019-02-15,0.0,0.0,0.0,0.0,,
2019-02-18,0.0,0.0,0.0,0.0,,
2019-02-19,0.012903225806451646,0.012658227848101333,0.013157894736842035,0.012903225806451646,inf,
2019-02-20,0.0,0.0,0.0,0.0,-1.0,
2019-02-21,0.0,0.0,0.0,0.0,,
2019-02-22,0.0,0.0,0.0,0.0,,
2019-02-25,0.0,0.0,0.0,0.0,,
2019-02-26,0.0,0.0,0.0,0.0,,
2019-02-27,0.0,0.0,0.0,0.0,,
2019-02-28,0.0,0.0,0.0,0.0,,
2019-03-01,-0.01273885350318471,-0.012499999999999956,-0.012987012987012991,-0.01273885350318471,-inf,
2019-03-04,0.0,0.0,0.0,0.0,-1.0,
2019-03-05,0.0,0.0,0.0,0.0,,
2019-03-06,0.0,0.0,0.0,0.0,,
2019-03-07,0.0,0.0,0.0,0.0,,
2019-03-08,-0.02580645161290318,-0.025316455696202556,-0.02631578947368418,-0.02580645161290318,-inf,
2019-03-11,0.0,0.0,0.0,0.0,-1.0,
2019-03-12,0.0,0.0,0.0,0.0,,
2019-03-13,0.0,0.0,0.0,0.0,,
2019-03-14,0.0,0.0,0.0,0.0,,
2019-03-15,0.0,0.0,0.0,0.0,,
2019-03-18,0.0,0.0,0.0,0.0,,
2019-03-19,0.0,0.0,0.0,0.0,,
2019-03-20,0.0,0.0,0.0,0.0,,
2019-03-21,0.0,0.0,0.0,0.0,,
2019-03-22,0.0,0.0,0.0,0.0,,
2019-03-25,0.0,0.0,0.0,0.0,,
2019-03-26,0.0,0.0,0.0,0.0,,
2019-03-27,0.013245033112582849,0.01298701298701288,0.013513513513513598,0.013245033112582849,inf,
2019-03-28,0.0,0.0,0.0,0.0,-1.0,
2019-03-29,0.0,0.0,0.0,0.0,,
2019-04-01,0.0,0.0,0.0,0.0,,
2019-04-02,0.0,0.0,0.0,0.0,,
2019-04-03,0.0,0.0,0.0,0.0,,
2019-04-04,0.0,0.0,0.0,0.0,,
2019-04-08,0.0,0.0,0.0,0.0,,
2019-04-09,0.0,0.0,0.0,0.0,,
2019-04-10,-0.006535947712418277,-0.0064102564102563875,-0.00666666666666671,-0.006535947712418277,-inf,
2019-04-11,0.0,0.0,0.0,0.0,-1.0,
2019-04-12,0.0,0.0,0.0,0.0,,
2019-04-15,0.0,0.0,0.0,0.0,,
2019-04-16,0.0,0.0,0.0,0.0,,
2019-04-17,0.0,0.0,0.0,0.0,,
2019-04-18,0.0,0.0,0.0,0.0,,
2019-04-19,0.0,0.0,0.0,0.0,,
2019-04-22,0.0,0.0,0.0,0.0,,
2019-04-23,0.006578947368421018,0.006451612903225712,0.006711409395973256,0.006578947368421018,inf,
2019-04-24,0.0,0.0,0.0,0.0,-1.0,
